review_text,sentiment_score,polarity,snownlp,polarity_snow_nlp
"北京 东方新天地 位于 王府井 CBD 中心 区域 一座 集 购物 餐饮 娱乐 文化 活动 一体 大型 城市 综合体 占地面积 达 平方米 内部 采用 清新 雅致 欧洲 文艺复兴 建筑风格 共 设有 五层 包括 近 百个 时尚品牌 专卖店 设计师 品牌 铺 餐厅 影院 多种 娱乐 便民 场所 东方新天地 时尚 推手 展示厅 主题 展览 文化 活动 位于 王府井 核心 商圈 交通 便利 吸引 游客 购物者 前来 消费 娱乐
",10.0,P,0.9999999999997258,P
"王府井 算是 老牌 商场 设施 布置 倒 没 显得 老气 维护 保养 很 好 不是 人气 鼎盛 商场 喜欢 原因 不用 人群 摩肩接踵 挤来挤去 餐厅 选择 不算 太 多 够用 一层 老铺 黄金 电子产品 店人 最多 hhhh
",7.0,P,0.9994790395227598,P
"北京 东长安街 大型商场 国际品牌 美食 时尚 白领 游客 聚集地 购物 吃喝玩乐 一站式 享受 缺点 价格 偏高 人流 拥挤 停车 不便 逛逛
",-1.0,N,0.9998874486634847,P
"商场 位置 不用 多 说 地铁 非常 公交站 不远 吃饭 地方 算 不错 人比 商场 要少 一点点 品牌 齐全 尤其 饰品 类 服务 很 好 逛 吃 逛 吃 好 选择 去逛 商场
",8.4,P,0.9999996890073491,P
"算是 北京 老牌 商场 占据 王府井 南端 横跨 东单 路口 说 规模 很大
",-2.0,N,0.9574203276396444,P
"东方新天地 东方广场 东边 临近 东单 路口 西边 到达 王府井 分 五个 区 两层 一层 地下 一层 概率 小吃 中餐 川菜 咖啡厅 奶茶 店 电影院 地下 一层 地铁 公共交通 很 楼上 办公区
",-2.0,N,0.9999968144424548,P
"王府井 负 一层 吃 各种各样 美食 汇 大部分 聚集 团 库迪 咖啡 卷 尝尝 咖啡 顺便 转转 商场 挺大 吃 喝 玩 没什么 不过 商场 找 不到 坐 地方 咖啡 很多很多 中午 想 吃 tims 贝果 找 半天 绕 导航 找到 咖啡 真的 牌子 王府井 转转 没 特意
",-2.5,N,0.80253235728304,P
"北京市 中心 大型 商 MALL 喜欢 商场 停车 非常 商场 建议 停 C 区中区 商场 直梯 品牌 档次 齐全 餐饮 咖啡 品牌 入驻 最爱 皮爷 咖啡 味道 好 服务 好 建议 申请 会员卡 平时 消费 积分 兑换 停车 时 长 周末 节假日 会员 停车 免费 五个 小时
",10.0,P,0.9956423225412662,P
"长安街 沿线 最 壮观 建筑 东单 王府井 五栋 大楼 相连 相对 独立 高端 品牌 云集
",3.0,P,0.9827241163009746,P
"老牌 购物中心 特 喜欢 索尼 旗舰店 电子产品 真的 太 购物中心 地下 面积 更大 一些 出 地铁口 空间 内部 很 舒适 不过 东西 有些 落伍 本地人 不爱来 王府井 逛街
",0.55,I,0.999995339741783,P
"真没想到 皇城根 王府井 高大 商场 注册 会员 停车 免费 小时
",2.0,P,0.6594169569862152,P
"逛 一家 商场 离开 很少 闺蜜 好像 没 太大 变化 莫名 有种 亲切感 好像 回忆 回来 只不过 物是人非 登喜路 那一刻 忍不住 想 流泪 冲动
",1.0,P,0.9999638187481548,P
"东单 东方新天地 商城 办事 商城 整体 很 不错 众多 商城 环境 设施 中上 负 一楼 好多 餐饮 小吃 闲暇 时间 带 女朋友 消遣 服装 运动 系列 多 一些 牌子 款式 年轻人 很 lou
",1.5,P,0.9999979447709553,P
"有些 日子 没 东方新天地 老 样子 没什么 变化 不是 逛起来 舒服 没有 喧闹 人群 吃饭 购物 很 惬意
",0.0,I,0.9999909003638224,P
"商场 王府井 地铁站 a 口 连接 地铁 挺 商户 卖 衣服 吃饭 地方 卖 电子产品 展览 感觉 还 路过 转一转 饰品店 齐全 逛
",1.0,P,0.9754321395897222,P
"手机 坏 约 苹果 店修 手机 时间 随便 王府井 逛逛 疫情 刚过 原因 特别 多 真的 惊呆 吴裕泰 排 蛇形 队 东方新天地 随便 吃 一口 饭 买 DQ 冰激淋 排队 相对来说 好 一些
",2.9,P,0.8079545265794249,P
"周五 晚上 朋友 相约 b 层 吃 烤肉 中庭 有个 小小的 展览 挺 可爱 夹 娃娃 机 商场 整体 设施 有点 偏旧 开 好久好久 服装店 餐饮 蛮 多
",-0.2,N,0.9996125488620112,P
"东方新天地 商场 开 很多年 长安街 很 火 商场 客流量 特别 多 地下 一层 美食 一层楼 大牌 一些 买车 很 好 挂 没事干 外地 有课 多 品牌 品牌 很 不错
",-3.9,N,0.9999589450266538,P
"东方新天地 开 很多年 商场 品牌 特别 多 好吃 好玩儿 应有尽有 大牌 几个 咖啡店 特别 多 几家 性价比 高 酒店 很 门口 地铁 公交车 位置 特别 好 玩 地方 品牌 挺 多 餐饮 品牌 没事干 多来 逛一逛
",4.8,P,0.9999999867734422,P
"团 双人 套餐 性价比 很 高 两个 女生 吃 挺 合适 服务员 态度 特别 好 全程 帮 烤肉 盛汤 餐后 还 送 水果
",5.3,P,0.9997423055595097,P
"回家 必经之地 购物中心 越来越 多 越来越少 不过 新开 集结 号 貌似 带来 不少 客流 店铺 越 多 相对 选择 越来越 多 懒得 做饭 地下 一层 大食代 集结 号 解决 反正 地铁口 很
",-3.08,N,0.1233022116605983,N
"很久没 发现 环境 更棒 吃喝玩乐 一整天 不会 闷
",2.0,P,0.9852750786277128,P
"东方广场 位置 很 好找 长安街 门口 地铁 商场 开 很多年 特别 大有 品牌 没事干 带 家里人 逛一逛 楼下 美食 一楼 卖车 很 不错 商场 挺 好 逛逛 开心 北京 商场
",4.7,P,0.999999852851328,P
"休息 老公 逛逛 街 驱车 来到 东方新天地 停车 很 地理位置 优越 长安街 沿线 东方新天地 属 中高档 商场 面积 装修 很 气派 大牌 云集 商场 餐厅 面包房 饮品 店 甜品店 逛累 坐下 休息 休息 不错
",7.0,P,0.9999999968732287,P
"东方广场 地处 东长安街 繁华 地段 横跨 东单 王府井 地理位置 优越 东方君 悦 酒店 出行 两条 地铁线 纵横交错 门口 公交车 非常 商场 购物 餐饮 名牌服装 贵重 珠宝 尽 商场 中 购物 一应俱全 逛累 坐下 吃点 可口 饭菜 喝杯 咖啡 ️ 很 惬意
",11.0,P,0.9999999361763802,P
"东方新天地 购物中心 北京 逛 商场 相对 少 购物 体验 感好 东方新天地 坐落 亚洲 综合性 商业 建筑群 东方广场 面积 万平方米 连接 金街 – 王府井 商业街 银街 – 东单 商业街 东方新天地 现已 不少 知名品牌 店 首选 地点 知名品牌 NE TIGER TomTailor Cerruti 宝姿 多家 高品质 品牌 店 商品 品质 服务态度 很 好 地下 一层 吃饭 咖啡 甜品店 逛累 找个 情调 地方 休息
",2.5,P,1.0,P
"高大 商城 习惯 三折 购物 溜溜 腿 环境 很棒 厕所 洗手液 卫生纸 可惜 男女 厕所 距离 远 商城 厕所 进出 路口 多 稍 不 绕 不 出口 到达 伙伴 说好 汇合点 不过 还好 手机 丢
",3.0,P,0.0025667469085011163,N
"那天 吃 烤鸭 顺路 来到 新天地 说真的 太大 正好 链接 地铁 号线 第一次 很 迷路 新天地 时尚 前沿 地带 不 例外 大牌 衣服 科技 产品 柜台 展位 人流量 很大 生意 好 不得了
",3.0,P,0.9999991205127142,P
"事情 说 三遍 周末 免费 停车 小时 小时 小时 每次 东方广场 匆匆忙忙 寸土寸金 地方 停车 真贵 可 太好了 店铺 开 十几年 还 很 怀念 年前 约会 电影 日子
",1.9,P,0.9997639151727792,P
"店铺 多 场地 真真实实 震撼 感觉 场地 不 提供 行李 寄存 主动 指引 一楼 女 洗手间 烟味 太 糟糕 好 地方 很 好 糟糕 地方 忽视 一说 昨天 西单 mall 洗手间 漏水 更 别提 广州 深圳 mall 里 感觉 香氛 风格 感觉 提升 空间
",4.2,P,0.032963484877764904,N
"约会 聊天 好去处 不是 逛商场 约 谈事 想 随便 找个 咖啡厅 进 东方新天地 发现 咖啡厅 开会 不大 区域 七八家 咖啡厅 聚在一起 常规 星粑 粑 扣死 亲民 蓝杯 资深 咖啡 皮爷 主打 温馨 风 加拿大 枫树 叶 tims 最终 选择 人少些 tims 说话 安静 些 环境
",6.0,P,0.19166443709567615,N
"商场 挺大 环境 还行 想 买 机会 买
",3.0,P,0.98872673677653,P
"打卡 店铺 值得 推荐 商场
",2.0,P,0.9478378887808024,P
"常去 蔚来 中心 周末 小时 免费 停车 北京 市中心 很 累计 吃饭 很 丰俭 由人 咖啡 角 很 特色 聚集 约 咖啡 品牌 中午 白领 选择 喜欢 tims 家 贝果
",7.0,P,0.9998885186474125,P
"东方新天地 开 很多年 环境 干净 整洁 凉快 吃饭 逛街 好去处 各式各样 餐厅 咖啡店 工作日 中午 周边 上班 吃饭 饭后 遛弯儿 不过 衣服 鞋子 没 折扣 看好 款式 网上 购买
",3.0,P,0.9854275887759061,P
"超级 商场 进门 costa 瑞幸 man 各类 咖啡 点 悲 催 没 找到 活动 券 星 爸爸 餐饮 挺 多 吃饭 跑 手机 换 贴膜 服务 挺 好 不过 地下 通往 铁路 标识 真的 不太 没想到 地下 博物馆
",-2.6,N,0.9999757100880241,P
"好久没 王府井 东方新天地 吃 自助 朋友 过生日 多年 真的 高端 大气 上档次 一点 没有 变 品牌 很 齐全 一家 不 很 特色 商场 干净 整洁 一进 商场 环境 吸引 高端 商场 真心 不错
",8.5,P,0.9999999999492217,P
"惠 东方 来到 王府井 地区 最 经典 无疑 东方新天地 蔚来 车企 展厅 一层 单位 办公 弼 马 wei 外企 咨询 公司 想必 上班 吃饭 喝咖啡 相当 厕所 洗手间 有点 费劲 男女 分开 绕 一大 圈 很 老气 不
",-1.1,N,0.4672639164884512,I
"奢侈品 入住 肯定 不入 国贸 skp 金融街 还少 OK
",2.0,P,0.876647855012146,P
"真的 少 地铁口 有些 见不着 感觉 店铺 没有 店员 好像 活动 感觉 东西 太贵 没 太逛 东方新天地 图片 展馆 挺 有意思 很 炫
",0.8,I,0.9972574620397509,P
"关注 公众号 办 会员 周末 有个 小时 免费 停车 下午 足够 停车费 不 便宜 晚上 不好 找 车位 每次 没 逛 回家 下次 好吃 地方 咖啡厅 感觉 不少 买车 看车 店铺
",7.0,P,0.8132969130399565,P
"东方新天地 事个 非常 意义 地方 值得 放在心里 地方
",2.0,P,0.9882771940861231,P
"顺路 吃个 中午饭 快 三点 没 b 层 平价 餐厅 居多 闻着 味儿 感觉 螺蛳 粉 一楼 大门口 人称 咖啡 内卷 王 熟悉 不 熟悉 开 没 时间 楼上 转 下次
",2.0,P,0.07645674537697089,N
"评分 不 代表 东方君 悦 酒店 服务 评分 五星 酒店 服务 保障 商场 里 工作人员 服务 越来越 差 越来越 没有 服务 意识 服务台 低头 坐在 没 投诉 通道 投诉 没用 逛 商场 品牌 迭代 更新 品牌 没有 离开 换 地方 一层 奢侈 品牌 地下 一层 小吃街 吃 倒 多
",-1.2,N,5.5114931481359264e-05,N
"商场 面积 很大 地下 就餐 地点 两层 购物中心 再往 貌似 写字楼 有德勤 企业 办公室 地下 一层 坐地铁 挺 商场 不错 商场 环境 不错 空间 敞亮 品牌 不少 不过 没什么 人气 店铺 没 换 过 家 希望 多 引入 一些 品牌 更 逛 头
",5.6,P,0.9999996505762527,P
"skp 新天地 一圈 希望 多 买 最新款 好几年 没来 商场 人不多 环境 不错 门店 规模 不小 逛起来 挺舒服 不过 很 奇怪 有些 新款 畅销 款 找 不到 点 没 号 找 连货 没有
",-0.25,N,0.8448260305122759,P
"这是 第一次 逛 东方新天地 想象 完全 不 没想到 大型 综合 写字楼 底商 没想到 长条形 狭长的 商业 体 走上 一遍 是从 东单 王府井 一站 地铁 距离 没想到 特别 简单 粗暴 阿拉伯数字 分区 第一 区 区 第三 区 走 第七 区 没有 往前走 简单 走 一遍 没有 发现 区有 特有 主题 很 困惑 没有 找到 商场 地图 指示 不 目的 选择 购物 逛一逛 探索
",-2.5,N,0.9999979184959263,P
"王府井 广场 一楼 地下 吃喝玩乐 地方 网红店 小吃 工作 白领 品牌 衣服 中高档 停车场 空间 广场 超级 长 真的 特别 长 说 走 一趟 掉 肉 逛 不 多 工作 吃吃喝喝
",-1.5,N,0.9951586558190337,P
"非常 优美 环境 值得 一逛 好吃 特别 多 买 衣服 有点 小贵 商场
",5.0,P,0.9942328796735248,P
"东方新天地 位于 王府井 步行 大街 南口 东侧 一家 综合性 商城 档次 西单 高 一些 听人 说 西单 青少年 聚集地 白领 聚集地 一处 有名 旅游点 地下 一层 美食 地上 一层 服装 唯一 不好 卫生间 不 男士 女士 一言难尽 破 脏 没有 蹲坑 不见 有人 打扫 脏 挺 可惜
",-4.2,N,0.7477426134394852,P
"东方新天地 逛 有吃有喝 尤其 吃 增加 不少 南国 西蜀 豆花 庄都 换 茶餐厅 名 小吃 挺 喜欢 地下 一层 吃 多一层 购物 买 衣服 选择 牌子 国际品牌 还 不够 多 环境 喜欢
",4.9,P,0.999965552095903,P
"每次 东方新天地 之能 逛 一小部分 商铺 太大 东边 走 西边 好远 好 累 一层 一些 大牌 商品 首饰 品牌 喜欢 底下 一层 美食 面包 奶茶 咖啡店 冰激凌 店铺 优势 停车 很
",5.0,P,0.9999999976860343,P
"发现 东方新天地 友好 周末 节假日 会员 免费 停车 小时 平时 积分换 停车 时 长 会员 手机 注册 不 消费 积分 每日 程序 签到 就行 不 消费 咖啡 品牌 一层 大部分 店 没有 连在一起 非常 近
",3.0,P,0.17524406141144233,N
"商场 积分 超过 天 不 积分 忘记 积分 只能 自认倒霉
",0.0,I,0.009900033963049837,N
"工作 需求 跑 场地 年 没来 东方新天地 感觉 品牌 换 不少 不过 年轻人 地方 很 大众化 餐厅 小吃 买 特别 想 说 中厅 展区 好 有意思 好多 拍照 还 很 熟悉 地方 情怀
",4.2,P,0.9999930163246975,P
"东方新天地 有个 展览 魔幻 造型 兔子 颜色 大胆 科幻 抽象 商场 一区 有个 打卡 地方 发到 社交 平台 送 冰箱 贴 挺好玩 四处 转 超级 多 餐厅 恢复正常 店 开开 灰常灰常 热闹
",3.0,P,0.9999983916531432,P
"商场 门面 不 长条形 没想到 商铺 挺 多 值得 一逛
",1.96,P,0.8493664410432354,P
"老 广场 新气象 赶上 元 宇宙 列车 推出 DUNO 半天 一知半解 落伍 商场 里 店铺 种类 繁多 东单 路口 王府井 步行街 路口 吃喝玩乐 还 挺 齐全 好久 不 逛商场 疫情 感觉 还 不是
",-0.36,N,0.9999989569862203,P
"东方新天地 DUNO 宇宙 小兔 纸 展 好像 三月底 喽凯迪 小熊猫 好 可爱 新开 好多 餐厅 闭店 店 开 欣欣向荣 真 好 地铁 一号 五号 直通 商场 公交 很 车水马龙 非常 热闹
",11.5,P,0.9999569907578771,P
"王府井 东方新天地 不算 逛 吃 逛 地儿 ️ 高端 不过 王府中环 接地 气 不如 APM 东西 多 好 逛 优点 地铁 近 不会 多 乌 泱泱 那种 感觉 反正 地铁口 w 随便 逛逛 逛 完 王府井 步行街 回去 路过 买点 吃 喝 不错 选择
",3.2,P,0.9996552427375834,P
"吃饭 早 朋友 没事干 逛商场 没什么 可逛 吃饭 多
",0.0,I,0.5879788571458857,I
"东方新天地 地下 一层 duno 抓 娃娃 机 家店 点评 里 没有 只好 写 新天地 一共 台 机子 娃娃 不错 草莓 熊 有星 黛露 三眼 仔 块 抓次 草莓 熊 机上 费 半天 劲 没 抓 旁边 有人 抓 下次 试试 西门町
",0.0,I,0.9787967125606585,P
"我来 东方新天地 DUNO 玩耍 东方新天地 ✘ DUNO 造梦之旅
",0.0,I,0.9993773356232801,P
"东方新天地 DONO 造梦之旅 商场 日 喜欢 朋友 快来 元 宇宙 新潮流 造梦 虚拟 身份 赋能 计划 开 不少 新 商铺 挺 好 吃 多 开 新 地铁 号 号 号 很 挺 好
",7.7,P,0.9999974985997633,P
"环境 很 好 位置 黄金 品牌 亲民 吃 东西 选择 多 没 拍照
",3.5,P,0.9724303621352638,P
"负一 大食代 没有 店 营业 人气 不旺 餐饮 希望 快快 复苏
",2.0,P,0.3244917692366255,N
"东方新天地 位于 东方广场 东门 银街 东单 商业街 西门 金街 王府井 商业街 东方新天地 集 购物 就餐 娱乐 休闲 场所 包括 主题 购物 区 主题 购物 区 各有不同 商品 定位 适合 更 多 消费 群体 南面 音乐 喷泉 很 美 吸引 前来 围观 坐在 台阶 长安街 车流 浮想联翩 热闹 北京 回来 回归 生活
",8.5,P,0.9999999999999323,P
"东方新天地 xDUNO 造梦之旅 快 参加 活动 东方新天地 西门 电梯 负 一层 礼物 活动 截止 年月日
",0.0,I,0.9988164279534407,P
"位置 打卡 东方新天地 长安街 地标 建筑 一层 地下 一层 商场 写字楼 酒店 地下 停车场 商场 档次 挺高 奢侈 品牌 一些 品牌 汽车 展厅 角 奥迪 换成 蔚来 记 派 牌子 开业 快 年 屹立 不倒
",-1.0,N,0.9780899941785658,P
"青春期 逛 中年 商场 交通 面向 长安街 扁平 型 结构 逛下来 走 不少 步 事先 看好 目标 店铺 位置 走 反 还 走 重复 路 吃饭 购物 电影 咖啡 饮品 冰激凌 不够 隔壁 王府井百货 apm
",-1.0,N,0.9999998880613329,P
"商场 店铺 不是 天街 合生汇 商场 相比 可 逛性 不是 很强 仅 美食 区 吸引力 不是 很大 地理位置 很 不错 人流 还 结束 越来越 好 家里 有点 远 次数 不 多
",4.42,P,0.9999379101995367,P
"环境 不错 装修 很 高大 灯光 明亮 面向 时尚 人群 既有 奢侈 品牌 快 时尚品牌 商场 设施 比较完善 还 设有 母婴 室 一点 非常 人性化 地铁 直通 商场 不用 出 地面 这是 商场 不 具备 优势
",5.0,P,0.9999986653386553,P
"东方新天地 坐落于 亚洲 综合 建筑群 东方广场 城市 中心 地标 建筑 东方君 悦 酒店 相连 品牌 繁多 电影院 餐厅 咖啡 平日 不是 特别 多 购物 环境 很 好 好吃 餐厅 多 选择 适合 逛 吃 奢侈 品牌 少 MaxMara 万宝 龙 欧米茄 还 交通 便利 地铁 一号线 八号 线 王府井 站 地下 停车场 入口 特别 螺旋 转 转 车位 东方新天地 位于 北京 东城 东华门 街道 东长安街 号 手机 随拍
",7.5,P,0.9999999749497757,P
"东方新天地 DUNO 造梦之旅 今儿个 午餐 新侨 饭店 吃 完 下午 家人 溜达 逛街 发现 东方新天地 新 吉祥物 活动 西侧 入口 扶梯 第一 区 现代感 十足 参与 抽奖 活动 运气 好能 赢 手办 现场 娃娃 机 玩儿
",-1.0,N,0.9999738701852287,P
"过年 APm 小逛 孩子 最 喜欢 一层 泡泡玛特 层 杂物 社 每次 不会 空手而归 泡泡玛特 最 多 地方 各种各样 盲盒 眼花缭乱 孩子 那样 喜欢 每次 只能 买 元 起步 逛 完层 吃 点 美美 哒
",6.4,P,0.9998170974471476,P
"中午 时分 商场 里 人潮 涌动 络绎不绝 热闹 景象 恢复 周边 写字楼 林立 白天 晚上 人气 更足 商场 呈 东西 走向 东单 王府井 东西 南 几个 方向 均 可 通行 地处 繁华 地段 交通 便利 集聚 逛街 购物 用餐 观影 一体 隔 段时间 商铺 调整 线下 门店 生存 不易 疫情 时代 也许 改观
",1.5,P,0.9999998574697962,P
"疫情 第一次 东方新天地 总体 商户 东西 春季 新款 还 有些 春节 款 节日 气氛 浓厚 人流量 算得 中等 逛起来 有些 算得 消磨时光 地方 餐厅 不少 买 衣服 地方
",-1.0,N,0.9999996111358407,P
"平时 东方新天地 平台 成 威尔士 健身 周末 写字楼 人少 平台 层 wagas 成 周口 食堂 商场 云集 各大 咖啡 品牌 Mstand Tims Costa manner Lavazza Luckin Starbucks 两家 seasaw 皮爷
",2.0,P,0.8674982004772694,P
"好久没 王府井 溜达 坐地铁 挺快 开工 原因 商场 没有 有点 冷清 王府井 还 地铁 开车 不好 停车 想 转转 变化 发现 换 不少 商铺 新增 不少 商铺 人少 溜达 溜达 不错
",-0.2,N,0.845777430688359,P
"疫情 终于 放开 商场 里 多 商场 新能源 汽车 成 一道 靓丽 风景线 品牌 做 展示 东方新天地 里 吃喝玩乐 地方 不少 尤其 咖啡 感觉 有点 名气 好像 扎堆 咖啡 界内 卷 很 严重
",0.5,I,0.9996782361747858,P
"东方广场 依旧 人流 攒动 热闹 氛围 消费 不会 太 多 地下 一层 格局 略微 变化 变动 一些 商家 增加 一条 美食街 过节 店铺 关门 人气 冷清 商场 整体 装饰 主题 紧扣 兔年 画风 氛围 不错 喜欢 停车场 宽松 会员 友好 一进 停车场 自动 自动 兑换 小时 免费 停车 时间
",10.8,P,0.954658248121381,P
"东方新天地 找准 定位 来点 动作 许久 没 不少 惊喜 动漫 元 宇宙 一些 品牌 店铺 特色 装修 变化 宣称 大女主 挚爱 购物 钟表 珠宝 优势 多年 物业 老旧 城市 中心 衰落 定位 调整 化妆品 新 崛起 品类 抓住 餐饮 时尚品牌 更新 不过 停车 免费 优惠 申请 惊喜 期待 蝶变
",7.8,P,0.9999999973794689,P
"吃饭 喝茶 哈哈哈 哈哈哈 喜欢 装修 七个 长相 不错 娃娃 哈哈哈 哈哈哈
",3.0,P,0.999998287099071,P
"年初 北京 风吹 脑子 嗡嗡响 ​ 美食 安心 生性 愉悦 ​ 清淡 精致 苏式 汤面 家里人 最 喜欢 ​ 微微 辣 酸辣粉 盼 回 成都 家 玩 几天 初八 没有 那么 多 好 好玩 几天 推荐 时间
",8.56,P,0.9998488942291955,P
"长安街 沿线 平米 综合体 商业 办公 车开 总会 打鼓 不会 排 小时 队 十年 前 来访 电影院 人群 热闹 车库里 不是 复如 当年 拥挤 规矩 原本 资源 需求 匹配
",4.0,P,0.9979269005479504,P
"过年 期间 竟 逛商场 北京 商场 不少 买 东西 还 真得 针对性 商场 算是 北京 较 高端 商场 黄金 地理位置 星 酒店 牌子 高端 过年 送礼 买 挺 面子 人不多 价格 高 吃 不 多 相对 不是 很 平民化 衣服 珠宝 不少 适合 采购 送礼
",4.4,P,0.9939903020487451,P
"商场 面积 特别 长长的 一条 东单 王府井 两边 有门 环境 特别 漂亮 高端 消费 整体 装修 非常 不错 北京 消费 多 逛一逛 汇集 高端 商店 平时 遛 娃 楼下 一些 美食 选择
",7.2,P,0.9999680336849939,P
"最 喜欢 商场 停车 地下 超大 停车场 品牌 众多 大牌 云集 吃 喝 一应俱全 连通 地铁 交通 便利 设施 完善 装修 高档 这是 每次 孩子 打包 日式 饭 路过 分 好几个 区 每次 分辨 不清 方向 绕 走 太大 原因 堂食 刚 开放 人不多 排队 开开心心 过年
",7.0,P,0.9999900166106205,P
"记 兔年 第一次 东方新天地 真的 感叹 真的 今时 不如 往日 餐饮 店面 换 门庭 确实 还 蛮 感慨 想当年 工作 忙 周五 晚上 多晚 这块 逛一逛 吃 点儿 东西 缓解 压力 蛮 怀念 颇 物是人非 之感 地方 食物 执念 过 时间 再来 之时 只觉 时过境迁 这恰 最 可贵 地方 不是
",-0.6,N,0.9999999999318374,P
"二十年 前 最 喜欢 商场 当年 中意 品牌 不复存在 物是人非 年华 流逝
",5.0,P,0.996665304723504,P
"东方新天地 特意 迎接 兔年 到来 布置 造梦之旅 姿态 各异 兔年 造型 拍照 打卡 好 地方
",4.0,P,0.9999588647861756,P
"东方新天地 北京 走 时尚 前沿 商场 地铁 一号线 王府井 站 A 口 通道 走 楼梯 商场 里 干净 整洁 眼前一亮 看着 舒服 疫情 过后 真不少 餐饮 赶在 饭点 排队 终于 恢复 模样
",5.0,P,0.9999655834791287,P
"商场 有点儿 冷清 餐饮 店里 没有 客人 如何是好 不过 东方新天地 里 人气 不是 太旺 连接 金街 – 王府井 商业街 银街 – 东单 商业街 店铺 里 不少 知名品牌 店 希望 早点 热闹
",3.2,P,0.9999741675483392,P
"快 过年 逛街 不少 地下 停车 很 管理员 服务员 很 热情 不 路线 热情 指引 停车费 元 还 算 接受 索尼 店铺 购买 电器 挺 多 回忆起 索尼公司 工作 时光 商厦 吃喝玩乐 一条龙 打折 店铺 年底 商家 回笼资金
",2.6,P,0.9999987513601888,P
"中午 吃个 饭 一会儿 回去 加班 东方新天地 大食代 嗦 粉 一碗 两口 地瓜
",0.0,I,0.7036706743898579,P
"东方广场 高层 写字楼 公寓 低层 购物中心 单独 东方新天地 王府井 商城 餐饮店 多 价格 适中 紧邻 长安街 交通 购物 店中 高端 居多 时尚 名品 路子 环境 不错 宽敞明亮 视野 开阔 色彩纷呈 花 下楼 时间 很少
",5.0,P,0.9999999994134554,P
"商场 还 不错 国庆节 下雨 吃饭 避雨 人少 空旷
",0.8,I,0.8516584541685469,P
