review_text,sentiment_score,polarity,snownlp,polarity_snow_nlp
"春意盎然 月 apm 开启 一场 自由 充满 想象力 艺术展 穿行 繁花 之中 化身 时空 旅者 寻觅 春日 极致 浪漫 繁花 奇迹 泡泡 簇拥 艺术 画作 迸发 春日 灵感 沉浸 式 浪漫 现场 注入 灵魂 一处 吸引 路 目光 驻足 富有 想象 笔触 色彩 捕获 美妙 展览 地点 北京 apm 首层 中庭 展览 时间 展览 门票 免费 生活 春意浓
",10.0,P,0.9999999999999507,P
"不错 百老汇 电影 按摩 座椅 饭店 吃饭 等位 太 火爆
",2.5,P,0.8677848394961811,P
"朋友 拉 王府 逛街 饭点 apm 吃个 饭 应为 选择 多 进门 艺术展 月 主题 回答 唤醒 春日 画作 置身 花卉 场景 预示 春天 生机勃勃 感觉 花海 中 观看 画作 心情 好 不少 现场 还 好多 画画 好多 拍照 合影 特别 热闹 特别 棒
",7.75,P,0.9999693479985645,P
"年 春日 光源 予花 位 艺术家 北京 apm 首层 中庭 多元 艺术 场域 作品 链接 艺术 灵感 绚丽 繁花 簇拥 中 感受 春日 烂漫 置身于 充满 想象 空间 艺术 装置 唤起 春日 能量 梦幻泡影 如露 如电 泡泡 艺术 中 用作 象征 生命 原点 元素 光源 予花 艺术 语言 一些 生命 象征意义 变幻莫测 形态 色彩 脆弱 感 总能 无穷 灵感 推荐 特别 出片 展区
",12.2,P,1.0,P
"位置 优越 环境优美 明亮 购物 商城 设施 完善 商品质量 保证 停车
",4.0,P,0.9963462407357369,P
"内心 花园 人生 哪一天 不是 最美 花季 内心 春风 洋溢 人生 不是 春天 周五 apm 营造 浪漫
",2.0,P,0.999999963991081,P
"今日 快乐 apm 商场 艺术 画展 感受 北京 春天 特别 舒服 不 短暂 apm 商场 中庭 举办 艺术展 感受 春天 感觉 色彩鲜明 站 感受 春天 绚丽 万物 复苏 开心 喜悦 悠然 而生 特别 棒 地址 地铁 好线 金鱼胡同 特别 推荐 感受一下 真的 特别 不错 完 顺便 逛个 街
",18.5,P,1.0,P
"闺蜜来 金宝街 开会 散会 我俩 约 APM 吃个 下午茶 偶遇 APM 换 新 艺术展 摆放 中庭 造型 特别 好看 好多 漂亮 花花 颜色 艳丽 不 俗气 感觉 像是 春天 搬进 商场 里 太 好看 明天 穿 漂亮 裙子 拍照
",9.5,P,0.9999348240113654,P
"吐槽 停车场 不 停 位置 太偏 停完 没有 指引 凭感觉 方向 走
",0.0,I,0.48948598848295954,I
"每周 商场 购物 餐饮 很 便捷 后门 放 充气 娃娃 合影 感觉 很 渺小
",0.0,I,0.9997273900749211,P
"超棒 商场 约 朋友 逛街 吃饭 商场 人气 特别 旺 交通 特别 便利 地铁口 商场 正好 艺术展 还 一圈 画 特别 不错 风格 特别 喜欢 画 颜色 很 鲜明 很 不错 里边 还 体验 画画 赞赞赞 不要 太 有意思 很 不错 没有 白来 还 画展
",14.0,P,0.999999999999599,P
"假期 说 人满为患 一层 有展 拍照 王府井 地区 中档 型 商场 偏 年轻化 年轻化 牌子 快消 品牌 多一些 年轻人 五六层 吃 好吃 吃饭 整体 消费 不贵 停车场 不小 停车 很 好 停 很 好找 车 商场 没有 导航 设施 找 商铺 不太找 绕来 绕
",2.0,P,0.5549799229171163,I
"北京 apm 知名 地标 每次 发现 一些 变化 像川绝 变脸 熟悉 中有 陌生 首次 京城 商柜 广告 门店 陌生 中 熟悉 成名 品牌 餐厅 首次 入住 梦想 文化 艺术 角度看 新 门店 装饰 设计 工艺美术 人文地理 敢为天下先 顾客 先睹为快 大开眼界
",4.4,P,0.9999994978819634,P
"有钱人 逛 泡泡玛特 真的 好多 价签 真的 很 可爱 还好 喜好 可爱 抵抗力 不算 受众 群体 转转
",5.5,P,0.9280511958146902,P
"北京 APM 购物中心 位于 王府井 商业街 坐地铁 金鱼胡同 站 购物中心 很大 周末 逛逛 环境 很 不错 人不多 餐饮 区人 非常 多 服饰品牌 国外品牌 非常 吸引 顾客 很 不错
",5.0,P,0.9999999957531964,P
"喜欢 商场 王府井 交通 便利 各种类型 商场 楼层 没 那么 高 很 开阔 舒适 有点 成都 杭州 商业 圈 感觉 不错 不错 下次 逛商场 商场 民谣 类型 商演 整 挺不错 还 碰到 熟人
",8.1,P,0.9999999727523047,P
"王府井 apm 店 商圈 地理位置 好 交通 便利 地铁 公交 直达 建筑 宏大 滚梯 直梯 均 可 到达 各层 国内外 大牌 商品 挺 多 高端 化妆品 鞋帽 箱包 衣服 均 苹果 手机 体验 店 两层 众多 餐饮 品牌 店 入住 每次 购物 吃饭 一站 赞
",8.96,P,0.9999995519961655,P
"服务台 女 眼睛 有病 问 点 瞟 瞟 多点 多条 胳膊 多条 腿
",-1.0,N,0.37453784494714415,N
"国贸 吃个 早午 茶 参加 apm 会员 活动 消耗 积分 插花 活动 去年 参加 画画 消耗 积分 环境 不错 积分 总 忘记 积 老师 教 很 花材 有些 花 不 新鲜 老师 教得 不错
",-0.6,N,0.9999779025711923,P
"天冷 非常 喜欢 环境 很 高档 王府井 必 打卡 商场 逛 半天 一点 没有 楼上 美食 云集 逛 吃 逛 喝 好几个 楼上 美食 品牌 排队 超级 火 一楼 买过 口红 服务 很 热情
",6.0,P,0.29248392318195604,N
"北京 Apm 一座 时尚 潮流 购物中心 品牌 新品 旗舰 产品 买 适合 年轻 消费 群体 整体 感觉 不错
",3.0,P,0.999946885794294,P
"好久 没有 王府井 朋友 中 霸王餐 邀请 体验 光顾 商场 加 写字楼 格局 升级 改造 商场 漂亮 一层 苹果 店 商场 格局 一层 化妆品 名牌 店 餐饮 区 商场 五层 六层 餐饮行业 包括 麻 六记 局气 巴奴 毛肚 鼎泰丰 小大董 楼层 苹果 店 G 李宁 MLB 巴宝莉 GUCCI 芭比 布朗 北京 APM 寓意 商家 年轻人 打造 座 年轻 时尚 潮流 型 购物中心 北京 APM 前身 北京 新东安市场 香港 新鸿基 集团 升级 改造 未来 可 期
",5.0,P,0.9999999999999678,P
"北京 最爱 商场 apm 活动 十分 有意思 很棒 商场 楼上 很多很多 好吃 好吃 还 送 美丽 鲜花
",5.8,P,0.9999949833922978,P
"今日 打卡 北京 apm 商场 北京 apm 位置 东城区 王府井大街 号 王府井 百货大楼 对面 不少 奢侈 品牌 热度 很 高 餐厅 营业时间 交通 地铁 号线 王府井 站 E 东北 口
",0.0,I,0.9946661594806173,P
"风格 特色 商场 品牌 临澧 王府井 步行街 喜欢 逛 逛逛
",3.0,P,0.997380703826148,P
"挺 喜欢 去逛 王府井 apm 电影 吃饭 空间 非常 逛起来 不会 拥挤 空间设计 人流 散开 餐厅 五楼 六楼 选择 一楼 中庭 一些 活动 小型 展览 有时候 护肤 样品 兑换 机 去年 还 增加 一间 PAGEONE 书店 建议 带 孩子 一层 AppleiPhone 旗舰店 人满为患 不过 好像 多 有空 逛逛 咯
",3.6,P,0.9999827511149917,P
"逛过 还 有些 性价比 高 餐厅 尝试
",0.64,I,0.9443539784828183,P
"王府井 apm 每周 逛 吃 逛 吃 发现 好多 惊喜 楼下 好几家 新开 店铺 挺 宝藏 最 喜欢 楼上 这家 新开 豆 之屋 他家 排队 女朋友 我俩 特别 爱 吃 他家 吃 低糖 口味 独到 还 不 发胖 真的 非常 宝藏 小店 逛 完 楼上 吃 日料 感觉 非常 希望 apm 越来越 多 好吃 店铺
",15.64,P,0.9999896627619835,P
"位于 王府井 步行街 购物 环境 很 好 服务设施 很 齐全 每层 母婴 室 赞 商场 大牌 云集 服装 妆品 应有尽有 抓 娃娃 机 游戏厅 美食 选择面 挺 多 烤鸭 烧烤 云南菜 特色 美味佳肴 吃 ´ ω
",9.5,P,0.9999997129377098,P
"逛 地方 里边 吃饭 地方 适合 爱 吃
",3.0,P,0.8354708047136029,P
"Apm 楼管 事 调解 发生冲突 楼管 不 出面 找 服务台 说 几十分钟 半天 不来 全是 混日子
",-2.0,N,0.0007905945084826227,N
"价格 品牌 规划 不好 一楼 还 二楼 没太多 选择 消费 建议 提供 充电 宝 区域 商场 没有 餐饮 五六层 午饭时间 供应 周边 写字楼 餐饮 算是 选择 较 多 电影院 电影院 适合 情侣 约会
",2.2,P,0.05883732090666771,N
"前台 客服 很无语 点评 app 商铺 电话 商场 电话 打电话 咨询 不 说 不 笑 死 傻 吧唧 搁 喘 长气 真 搞 笑 本职工作 做 不好 麻烦 商场 管理人员 投诉 客服 今天上午 酒 九点 电话 一位 女 工作人员 接 态度 横 不 商场 家开 不 百姓 开放 冒犯 私人 财物 真 有毒
",3.0,P,4.029681033301813e-10,N
"王府井 apm 商场 里 溜达 想 吃 冰淇淋 想 层 有家豆 之屋 豆豆 车轮 饼 豆乳 冰淇淋 招牌 产品 店里 扫码 自助 点餐 出餐 很快 大豆 手烤 圆筒 冰淇淋 味道 不错 浓郁 豆香 味道 搭配 软 糯 红豆 喜欢 抹 茶 抹 茶 圆筒 很 好吃 只加 鸡蛋 不 加油 车轮 饼 味道 不错 低卡 低脂 高蛋白 担心 长胖 想 解馋 姐妹 试试
",11.5,P,0.9999984825918388,P
"商场 更新 店铺 品牌 定位 很 调性 餐饮店 家 规格 较 高 人群 购物 消费 餐饮 用餐 时尚品牌 较 多 不错 打卡 地标
",2.64,P,0.9994574529755756,P
"王府井 商圈 商场 母婴 友好 家庭 卫生间 扶梯 加高 围挡 适合 带 孩子 吃 东西 周末 排队 疫情 期间 过 几次 特别 少 楼上 抓 娃娃 一楼 泡泡玛特 地下 一层 有喜 茶
",3.0,P,0.9991381076933554,P
"商场 很 好找 王府井 逛来逛去 几个 商场 apm 环境 算是 很 不错 店铺 多 算是 好 逛 商场 不是 周末 吃饭 不太用 排队 商家 国贸 王府井 逛街 幸福感 真的 高 没事 逛逛
",3.9,P,0.9990396300685537,P
"商场 环境 很 好 很 幽静 服务 人员 包括 导购 很 不错 沟通 顺畅 耐心 类似 万达 那种 商业 综合体 餐饮 服装 饰品 品类 很 齐全 服装 好 国潮 品牌 很 地下 停车场
",11.25,P,0.9999965220482919,P
"北京 玩 王府井 正好 路过 apm 逛 逛 很大 大牌 不少 王府井 游客 去逛 正好 夏天 赶上 活动 人蛮 多 楼上 美食 店 种类 不少 话
",-1.0,N,0.9984890718729593,P
"王府井 一条 商业街 商城 品牌 很全 款式 新 工作日 人不多 很 适合 闲逛 姑娘 喜欢 盲盒 泡泡 家 不 排队 结账 很 友好 书店 买 几本书 没有 折扣 买 拆封 书 折 不介意 机会 还会 逛逛
",7.0,P,0.9927304049404949,P
"北京 APM 走 时尚 前线 CT 门口 一颗 金色 棕榈 树立 店 中央 装修 特别 复古 算是 线下 旗舰店 商场 装修 很 时尚 感 定期 快闪店 活动 国际 大牌 美食 小吃 总能 最 潮流 元素 旅游 朋友 北京 土著 找到 吸引 亮点 商场 里 店铺 更新 很快 隔 一段时间 不 新 店铺 时刻 新鲜感
",4.5,P,0.9999986086937647,P
"天气 终于 暖和 约 朋友 APM 吃个 饭 停车 库车 位 充足 停车 小时 块 几个 下午 商场 挺 多 有时候 苹果 店门口 广场 会些 艺术展 活动 挺 有趣 APM 最 爱 逛 商场 交通 位置 真的 品类 还 多 逛 CT Dior wans 楼上 买 饰品 选择 松鹤楼 吃面 优惠 排队 分钟 总体 很 满意
",10.8,P,0.9999917788463328,P
"环境 干净 明亮 很 高档 商场 设施 设备 很 齐全 很 新 商场 里 指示牌 很 显眼 指示 走 很 找到 地铁口 很 近 通商 场 很 地下 各种各样 美食 吃货 性价比 超高 没有 细逛 下次 好好 逛逛
",4.75,P,0.9999999999088911,P
"apm 宝藏 商场 国际 奢侈品 大牌 网红 美食 一应俱全 好吃 好 逛 发现 商场 里 新添 好多 美食 店铺 喜欢 商场 六层 豆 之屋 车轮 饼 主打产品 经典 红豆饼 奶香 芋头 饼 不错 喜欢 奶香 芋头 淡淡的 奶 香味 道 搭配 香芋 豆 泥 外面 酥脆 软 糯 外皮 现做 现卖 味道 真的 挺不错
",9.0,P,0.9999999999999978,P
"一年 APM 逛 次 是从 学生 时代 习惯 喜欢 一带 逛 很 外边 步行街 交通 过 完年 第一次 时隔 半年 喜欢 APM 负 一层 品牌 小店 高层 全是 美食 一层 特别 值得 逛 朋友 吃 鸡 非常 火 豆 之屋 低糖 好吃 不 发胖 植物蛋白 人超 多 排队 一会 他家 车轮 饼 冰激凌 很赞 多 天气 暖和 停车 赶紧 约 朋友 逛街 走
",4.7,P,0.9998727171142241,P
"好多年 没有 来过 王府井 商业街 商场 更是 没有 逛过 今年春节 儿子 拉 摩根 大古 电玩 城 自此 走进 久违 商场 节日期间 yq 时代 消费 热情 点燃 这才 北京 充满活力 激情
",1.0,P,0.9999925248221274,P
"整体 设施 相当 完备 直上 二楼 电梯 扶手 配备 消毒 装置 品牌 类型 很 整体 环境 非常 好 用餐 选择 二楼 厕所 家庭 厕所 残疾 人士 厕所 母婴 室 一应俱全 稍微 美中不足 二楼 坐 便 不 楼层 好多 朋友 在外 只想 蹲 厕
",4.8,P,0.9461854271656139,P
"朋友 带 嗦 粉 肥汁 米兰 这家 新开 人气 很 不错 吃饭时间 排队 幸好 来得早 小锅 米线 鸡汤 米线 老坛 酸菜 口味 喜欢 菜品 肠 加 特别 多 有点 选择 障碍 吃 汤头 浓郁 很 好吃
",4.04,P,0.3616740484737412,N
"apm 商场 每次 路过 逛逛 吃 吃 买买 地下 新开 鞋 bar 逛逛 媳妇 买 几双 鞋子 鬼冢虎 新款 试了试 还 挺 合适 平时 跑步 打网球 非常 合适 挺 合脚 买 完 东西 楼上 吃个 日料 猪排 饭 还 挺好吃 最 喜欢 他家 整体 风格 干净 大气 店铺 日常 需 希望 apm 越来越 好
",12.04,P,0.999999991985762,P
"时隔 半年 朋友 聚 王府井 真是太 爱 APM 好 逛 关键 还 说 喜爱 品牌 熟悉 每次 朋友 吃饭 约 毫无疑问 陪 朋友 买 口红 吃 冰激凌 捡 一件 打折 上衣 足足 逛 下午 收获 超多 感觉 确实 结束 商场 里 有点 多 晚上 吃饭 排队 排 多分钟 还 算 好 选择 太多 几个 吃 讨论 半天 ‍ 下次 再来 没 吃 排 一遍 APM 周末 人多 平时 人会少 一些 周末 年轻人 巨多 有些 主题 活动 非常 值得 逛 商场
",12.0,P,0.999990695530048,P
"王府井 每次 apm 逛逛 面积 餐饮 选择 多 服装 美妆 选择 特别 全 首店 好几家 网红 奶茶 店 咖啡店 甜品店 地下 停车场 很大 停车 一楼 中心 位置 gucci 彩妆 店 商场 美妆区 货品 很全 店面 陈设 很 时尚 口红 唇彩 色 号 香水 选择 不少 购物 体验 满满的
",3.0,P,0.9999994864516818,P
"换季 皮肤 有些 不适 不烂 脸 终于 没 扛过 岁月 有些 过敏 ㄒ o ㄒ 同事 说 试试 兰蔻 小黑 瓶 精华 apm 兰蔻 专柜 走 特别 喜欢 逛 apm 一层 化妆品 区域 大牌 尽收眼底 兰蔻 进门 右手边 柜姐 服务 超好 买 小黑 瓶 送 试用装 小样 买 护肤品 好开心 商场 里 溜达 溜达 吃个 饭 apm 里 好吃好喝 太 多 新开 好多 新店 悠哉游哉
",0.4,I,0.1582921571589404,N
"apm 商场 褪去 疫情 冷淡 迎来 热闹 烟火 气 没 一家 店 排满 就餐 美女 帅哥 可惜 坐 地方 少 放 一些 座椅 商场 下层 连接 地铁 号线 更 不用 走 那么 远 楼下 高档 化妆品 各大 品牌服装 选 眼花缭乱 很想 消费
",-0.2,N,0.9766789405516532,P
"找到 找 不到 指示牌 第一次 很 迷
",2.0,P,0.49260688258152974,I
"闺蜜 约 周末 逛商场 我俩 喜欢 逛 apm 我俩 地铁 超 apm 一阵子 没来 一如既往 高大 周末 还 不少 热闹非凡 尤其 开 好多 美食 新店 太棒了 我俩 直奔 一楼 Gucci 本来 打算 买个 口红 长草 古驰 倾色 云雾 唇 釉 浆果 红色 春日 气质 口红 水润 不 油腻 不 挑 肤色 还试 几款 颜色 感觉 超赞
",7.0,P,0.9999984091305028,P
"APM 王府井 地带 最 综合 商场 主打 中端 应有尽有 美食 旁边 高端 王府中环 东方新天地 停车 交通 便利 人流量 周边 商场 里 一到 饭点 餐厅 排号
",2.0,P,0.9999881320089303,P
"王府井 APM 逛街 想来 闺蜜 香水 一层 化妆品 专柜 滚梯 旁边 好几个 奢侈 品牌 Burberry 店铺 装修 低调 Burberry 一贯 品格 很 相匹配 香水 种类 不是 经典 喜欢 高定 系列 香水 造型 很 标志性 特别 适合 送礼 香水 味道 不是 很浓 不错
",0.25,I,0.9975475336559572,P
"挺 好 环境 好 地段 好 带 孩子 玩 孩子 挺 开心 商场 打折 购物 挺挺 划算 哈哈哈哈 疫情 期间 去过 好 感觉 卫生 挺 放心
",8.6,P,0.999999817633644,P
"室内 简约 高端 大气 购物 动线 流畅 一层 GUCCI 国际 一线 大牌 没有 活动 展览 买 东西 不太多 游客 F 吃饭 饭 点儿 爆满 排队 尤其 东来顺 老字号 王府井 很认 大牌 网红 体验 店 倒 不 多
",3.0,P,0.99960581356898,P
"洗手间 数量 够 包括 无障碍 洗手间 母婴 室 人流量 卫生 打扫 速度 跟不上 很败 好感 卫生间 通道 很 宽敞 座位 没有 长 通道 设置 排座位 临时 坐 那么 难
",-1.4,N,0.834430304193552,P
"服务 很 不错 翻台率 很 高 不用 太久 值得
",2.0,P,0.9610648873765897,P
"媳妇儿 过生日 不 送点 apm 逛逛 挺 喜欢 环境 特别 好 很 舒适 地下 停车场 很 宽敞 车位 各种各样 美食 菜系 媳妇儿 Burberry 铁粉 正好 apm 专柜 挑瓶 香水 店员 非常 热情 帮忙 推荐 包装 很 细致
",11.85,P,0.9997405376316958,P
"商场 非常 设施 齐全 逛 很 过瘾 吃喝玩乐 一站 周末 节假日 饭店 等位
",3.5,P,0.9998728148392236,P
"疫情 好久没 痛痛快快 逛街 话 说 不用 扫码 还 真的 有点 不 习惯 进门 想 掏 手机 APM 好 逛 喜欢 店铺 牌子 还 多 些 新鲜 店铺 好吃 好玩 真不少 步数 轻松 达标 感觉 逛 楼上 美食街 逛 晕头转向 两个 女生 尝尝 港式 米线 第一次 吃 感觉 还 不错
",3.57,P,0.9999917659307727,P
