"name","item","item 2","item 3","review-truncated-words","review-words","time"
"往事随风般","设施：5.0","环境：5.0","服务：4.0","占据长安街东单银街的绝佳地势，成就了高端大气上档次的东方新天地广场，从家步行十分钟到达，省去了停车等...","占据长安街东单银街的绝佳地势，成就了高端大气上档次的东方新天地广场，从家步行十分钟到达，省去了停车等等一系列你麻烦，哈哈哈～
七十年代的这里，是原来的东单菜市场，那时候小小的自己是被大人领着来，再往西走是儿童电影院和几个服装店。多久远的记忆了，时光飞逝很多年过去了，物是人非…","2023-04-09 21:55"
"兔小白白白","设施：4.5","环境：4.5","服务：4.5","是老牌的购物商场，里面非常大，各种品牌都有，食通天美食街，里面涵盖了世界各种类型的美食，服装品类从快...","是老牌的购物商场，里面非常大，各种品牌都有，食通天美食街，里面涵盖了世界各种类型的美食，服装品类从快消品牌到轻奢品牌到大牌一应俱全，他们家楼外面的桃花，现在开的特别好，逛街之余还可以赏赏花拍拍照，非常不错呢！","2023-04-09 17:47"
"牙牙lm","设施：4.0","环境：4.0","服务：4.0","头一次逛没营业的东方新天地 早上九点多 商铺基本没开门 商场有餐饮卖早餐 大门可以随便出入 不过没正事营...","头一次逛没营业的东方新天地 早上九点多 商铺基本没开门 商场有餐饮卖早餐 大门可以随便出入 不过没正事营业 比较黑 基本没开灯 很空旷很安静 从东门走到西门 虽然距离不近 东看看西看看也挺快的 地下主要是餐饮 零星的开着几家卖早餐 确实不错 比较方便","2023-04-09 16:44"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","我最近去了王府井东方新天地，发现商场真的特别大，而且地下层还有一个北京古人类博物馆。我对这个博物馆很...","我最近去了王府井东方新天地，发现商场真的特别大，而且地下层还有一个北京古人类博物馆。我对这个博物馆很感兴趣，于是就去参观了一下。博物馆展出了许多古代人类化石和实物文物，让人对人类进化历程和生活习惯有了更深入的了解。里面有很多珍贵的展品，倒是规模很小，几分钟可以看完","2023-04-08 23:27"
"匿名用户","设施：5.0","环境：4.5","服务：4.5","","距离天安门最近的商圈，都不敢想象是什么样的天龙人才能在这里龙盘虎踞","2023-04-05 23:23"
"柠檬茶的夏天","设施：4.0","环境：4.0","服务：4.0","北京东方新天地位于王府井 CBD 中心区域，是一座集购物、餐饮、娱乐及文化活动于一体的大型城市综合体。占...","北京东方新天地位于王府井 CBD 中心区域，是一座集购物、餐饮、娱乐及文化活动于一体的大型城市综合体。占地面积达74,000平方米，内部采用了清新雅致的欧洲文艺复兴建筑风格，共设有五层，包括了近百个时尚品牌的专卖店、设计师品牌铺、餐厅、影院等多种娱乐便民场所，还有东方新天地时尚推手展示厅和各种主题展览等文化活动。由于位于王府井核心商圈，交通便利，每天吸引了大量的游客和购物者前来消费和娱乐。","2023-04-03 10:20"
"蓝血狮心","设施：5.0","环境：5.0","服务：5.0","在王府井算是老牌商场了，设施和布置倒是没显得老气，维护保养得很好。一直都不是人气鼎盛的商场，这也是我...","在王府井算是老牌商场了，设施和布置倒是没显得老气，维护保养得很好。一直都不是人气鼎盛的商场，这也是我喜欢来这里的原因，不用和人群摩肩接踵的挤来挤去。餐厅选择不算太多，够用了。一层的老铺黄金和电子产品店人最多hhhh","2023-04-02 21:11"
"匿名用户","设施：3.5","环境：3.5","服务：3.5","","北京东长安街上的大型商场，有各种国际品牌和美食，时尚白领和游客的聚集地，属于购物吃喝玩乐可以一站式享受~缺点是：价格偏高，人流拥挤，且停车不便。偶尔会去逛逛~","2023-04-02 03:15"
"小懒懒_1823","设施：4.5","环境：4.5","服务：4.5","商场的位置就不用多说了，地铁出来就是非常方便，公交站也不远，吃饭的地方也算不错，该有的都有，而且人比...","商场的位置就不用多说了，地铁出来就是非常方便，公交站也不远，吃饭的地方也算不错，该有的都有，而且人比周围其他商场要少一点点，品牌比较齐全，尤其是饰品类，服务也很好，是个逛吃逛吃的好选择，经常去逛的商场了","2023-04-01 19:05"
"匿名用户","设施：4.0","环境：3.5","服务：4.0","","算是北京的老牌商场了，占据王府井的南端，横跨至东单路口，可以说规模很大了。","2023-04-01 18:11"
"一天到晚游泳的鱼","设施：4.0","环境：4.0","服务：4.0","东方新天地以前叫东方广场，东边临近东单路口西边到达王府井，里面分五个区两层，一层和地下一层。
概率了...","东方新天地以前叫东方广场，东边临近东单路口西边到达王府井，里面分五个区两层，一层和地下一层。
概率了小吃，中餐，川菜，咖啡厅，奶茶店，电影院等。
地下一层能直接进入地铁🚇，公共交通很是方便。楼上是办公区。","2023-04-01 17:30"
"有点is","设施：2.5","环境：3.5","服务：3.5","在王府井周围，负一层都是吃的，各种各样的美食汇，大部分都聚集在一起，我是在**团的库迪咖啡的卷，为了尝...","在王府井周围，负一层都是吃的，各种各样的美食汇，大部分都聚集在一起，我是在**团的库迪咖啡的卷，为了尝尝咖啡顺便就来转转，商场还是挺大的，吃的喝的很多 玩的基本没什么，不过这么大个商场找不到一个坐的地方，这里咖啡很多很多，中午想吃tims的贝果了，找了半天绕出去导航才找到，咖啡真的很多，什么牌子都有，来王府井的话在这转转就可以，没必要特意过来","2023-04-01 13:50"
"陌上花开","设施：5.0","环境：5.0","服务：5.0","一个在北京市中心的大型商MALL ，也是我喜欢的商场之一，首先这里停车非常方便，如果去商场建议停在C区中区...","一个在北京市中心的大型商MALL ，也是我喜欢的商场之一，首先这里停车非常方便，如果去商场建议停在C区中区，这里有商场直梯，其次这里品牌很多，各种档次比较齐全，餐饮也很多，光是咖啡就有很多品牌入驻，最近最爱皮爷咖啡，味道好，服务好，如果经常来这里，建议申请会员卡，平时消费积分可以兑换停车时长，周末节假日这里会员停车是免费五个小时","2023-04-01 11:40"
"大胃王","设施：4.0","环境：4.5","服务：4.0","","长安街沿线最壮观的建筑了，从东单到王府井，五栋大楼彼此相连又相对独立。
高端品牌云集。","2023-03-31 17:15"
"漫游宇宙的星星舰长","设施：4.0","环境：4.0","服务：4.0","老牌的购物中心，以前特喜欢里面的索尼旗舰店，电子产品是真的太丰富了。购物中心主要是地下面积更大一些。...","老牌的购物中心，以前特喜欢里面的索尼旗舰店，电子产品是真的太丰富了。购物中心主要是地下面积更大一些。出了地铁口就可以看到。空间内部也还是很舒适的。不过东西现在看来有些还是落伍了。毕竟本地人也不爱来王府井逛街了。","2023-03-25
  更新于2023-03-31 10:18"
"王丢丢爱吃面","设施：5.0","环境：5.0","服务：5.0","","真没想到在皇城根王府井这的高大上商场，注册会员后，停车免费5个小时！","2023-03-31 07:47"
"饱饱吃不饱","设施：4.0","环境：4.0","服务：4.0","原来经常逛的一家商场，离开这边后很少来了～今天和闺蜜刚好来这边，进来看看好像没啥太大变化～莫名有种亲...","原来经常逛的一家商场，离开这边后很少来了～今天和闺蜜刚好来这边，进来看看好像没啥太大变化～莫名有种亲切感，好像曾经的回忆都回来了……只不过物是人非，看到登喜路的那一刻，忍不住有想流泪的冲动一切都过去了～","2023-03-30 22:33"
"一介俗人","设施：4.5","环境：4.5","服务：3.5","来东单东方新天地商城办事，商城整体很不错
对比众多商城，环境和设施还是属于中上等的
负一楼好多餐饮小吃...","来东单东方新天地商城办事，商城整体很不错
对比众多商城，环境和设施还是属于中上等的
负一楼好多餐饮小吃，闲暇时间可以带着女朋友过来消遣一下
服装运动系列比较多，都是一些大牌子，但是款式对于年轻人来说很lou…","2023-03-28 18:31"
"宇","设施：3.5","环境：3.5","服务：3.5","","有些日子没来东方新天地了，还是老样子，没什么变化，人也不是很多，逛起来比较舒服，没有喧闹的人群，吃饭购物都很惬意！","2023-03-28 00:14"
"东离","设施：4.5","环境：4.0","服务：4.0","这个商场就在王府井地铁站的a口，连接着地铁挺方便的，里面的也有很多的商户。有卖衣服的，还有吃饭的地方...","这个商场就在王府井地铁站的a口，连接着地铁挺方便的，里面的也有很多的商户。有卖衣服的，还有吃饭的地方，还有卖电子产品的。还有展览。感觉还可以呢。路过的时候可以来转一转。还有饰品店。比较齐全哟。经常来逛。","2023-03-27 21:41"
"慢万拍小姐","设施：3.5","环境：3.5","服务：3.5","手机坏了约的来苹果店修手机，等的时间随便在王府井逛逛，可能是疫情刚过的原因，人特别多，真的是惊呆了，...","手机坏了约的来苹果店修手机，等的时间随便在王府井逛逛，可能是疫情刚过的原因，人特别多，真的是惊呆了，吴裕泰竟然都排蛇形队了，来东方新天地随便吃了一口饭，然后买了个DQ冰激淋，虽然也是排队吧，但是相对来说好一些。","2023-03-27 09:57"
"匿名用户","设施：3.0","环境：3.0","服务：3.0","","周五晚上和朋友相约在b1 层吃烤肉，中庭有个小小的展览挺可爱的，还有夹娃娃机。
商场整体设施有点偏旧了，毕竟开了好久好久了~服装店和餐饮还是蛮多的。","2023-03-26 15:41"
"sherry","设施：4.5","环境：4.5","服务：3.5","东方新天地这个商场开了很多年了以前在长安街，他竟然是很火的，一个商场客流量特别多啊，地下一层有很多美...","东方新天地这个商场开了很多年了以前在长安街，他竟然是很火的，一个商场客流量特别多啊，地下一层有很多美食一层楼很多大牌还有一些买车的很好，挂没事干，可以过来看看外地有课比较多啊，品牌也很多品牌也很多很不错","2023-03-26 11:29"
"多多","设施：4.5","环境：4.5","服务：4.5","东方新天地开了很多年的商场品牌特别多好吃的好玩儿的应有尽有，大牌也有几个，咖啡店特别多 而且有几家性...","东方新天地开了很多年的商场品牌特别多好吃的好玩儿的应有尽有，大牌也有几个，咖啡店特别多 而且有几家性价比高 还有酒店很方便门口有地铁公交车 位置特别好，可以玩的地方很多的，品牌也挺多，餐饮品牌也可以，没事干可以多来这逛一逛","2023-03-23 19:14"
"匿名用户","设施：5.0","环境：5.0","服务：5.0","","团的双人套餐性价比很高～两个女生吃挺合适的！服务员态度特别好，全程帮烤肉、盛汤，餐后还送了水果。","2023-03-20 19:24"
"烟花","设施：4.0","环境：4.0","服务：4.0","以前回家必经之地，现在购物中心越来越多，这边来的也越来越少了！不过新开了集结号之后，貌似带来了不少的...","以前回家必经之地，现在购物中心越来越多，这边来的也越来越少了！不过新开了集结号之后，貌似带来了不少的客流呢！店铺越多相对的选择也就越来越多，懒得做饭的时候，就会来地下一层的大食代或者集结号来解决！反正在地铁口很方便的嘛！","2023-03-19 19:50"
"晨曦","设施：4.5","环境：4.5","服务：4.0","","很久没去了，发现环境比之前看上去更棒了，在这里吃喝玩乐一整天都不会闷","2023-03-19 01:02"
"漪","设施：4.5","环境：4.5","服务：4.5","东方广场位置很好找就在长安街上门口有地铁这个商场开了很多年了，特别大有很多品牌没事干，可以带家里人一...","东方广场位置很好找就在长安街上门口有地铁这个商场开了很多年了，特别大有很多品牌没事干，可以带家里人一起过来逛一逛楼下还有美食一楼还有很多卖车的很不错，商场挺好的，以后经常可以来逛逛开心北京最大的商场","2023-03-16 20:04"
"吃多少不许长肉","设施：4.5","环境：4.5","服务：4.5","今天休息和我老公逛逛街，我们驱车来到东方新天地，停车很方便，地理位置优越，长安街沿线。东方新天地属中...","今天休息和我老公逛逛街，我们驱车来到东方新天地，停车很方便，地理位置优越，长安街沿线。东方新天地属中高档商场，面积大，装修的很气派，大牌云集，商场内还有很多餐厅，面包房，饮品店，甜品店等，逛累了，可以坐下休息休息，不错。","2023-03-16 17:09"
"小鱼儿格格儿","设施：4.5","环境：4.5","服务：4.0","东方广场地处东长安街繁华地段横跨东单王府井，地理位置优越，上面是东方君悦酒店。出行两条地铁线纵横交错...","东方广场地处东长安街繁华地段横跨东单王府井，地理位置优越，上面是东方君悦酒店。出行两条地铁线纵横交错，门口公交车也非常方便。

商场内购物、餐饮、名牌服装，贵重珠宝尽在商场中，购物一应俱全。逛累了坐下吃点可口饭菜，喝杯咖啡☕️很是惬意。","2023-03-15 09:55"
"花xiao宝","设施：4.5","环境：4.5","服务：4.5","东方新天地 （购物中心）
是北京最好逛的商场之一，人相对比较少，购物体验感好！
东方新天地坐落在亚洲最...","东方新天地 （购物中心）
是北京最好逛的商场之一，人相对比较少，购物体验感好！
东方新天地坐落在亚洲最大的综合性商业建筑群之一的东方广场内，面积12万平方米，连接着金街–王府井商业街和银街–东单商业街。东方新天地现已成为不少知名品牌店的首选地点。
这里有知名品牌NE.TIGER、Tom Tailor、Cerruti 1881和宝姿1961等等，多家高品质的品牌店。
商品的品质和服务态度都很好
地下一层还有很多吃饭和咖啡甜品店，逛累了随时可以找个有情调的地方休息一下！","2023-03-14 21:50"
"Enya","设施：4.5","环境：4.5","服务：4.5","高大上的商城，对于习惯三折才购物的我，也就是进来溜溜腿。
环境很棒，厕所有洗手液和卫生纸，可惜男女厕...","高大上的商城，对于习惯三折才购物的我，也就是进来溜溜腿。
环境很棒，厕所有洗手液和卫生纸，可惜男女厕所距离比较远，而且从商城到厕所进出路口多，稍不注意就绕到不知道哪个出口了，无法到达和伙伴说好的汇合点，不过还好，现在大家都有手机，人丢不了。","2023-03-14 11:49"
"八戒八戒你别闹","设施：4.0","环境：4.0","服务：4.0","那天过来吃烤鸭，就顺路来到了这里。这新天地说真的太大了，正好链接着地铁1号线，第一次来很容易迷路。新...","那天过来吃烤鸭，就顺路来到了这里。这新天地说真的太大了，正好链接着地铁1号线，第一次来很容易迷路。新天地一直都是时尚的前沿地带，这边也不例外，很多大牌的衣服，以及科技产品都在这边有自己的柜台和展位。主要是这边人流量也很大，生意真是好的不得了。","2023-03-13 23:21"
"Maggiecherrycn","设施：5.0","环境：5.0","服务：5.0","重要事情说三遍，周末免费停车5小时，5小时，5小时😄
原来每次来东方广场都匆匆忙忙因为寸土寸金的地...","重要事情说三遍，周末免费停车5小时，5小时，5小时😄
原来每次来东方广场都匆匆忙忙因为寸土寸金的地方停车真贵，现在可真是太好了。
里面的店铺很多开了十几年，还真是很怀念差不多20年前和我先生在这约会看电影的日子😄","2023-03-13 22:04"
"匿名用户","设施：3.5","环境：4.5","服务：3.0","店铺多 场地大 进去真真实实被震撼到
但是感觉场地这么大却不提供行李寄存，或主动指引最近哪里有；一楼女...","店铺多 场地大 进去真真实实被震撼到
但是感觉场地这么大却不提供行李寄存，或主动指引最近哪里有；一楼女洗手间有烟味太糟糕了。好的地方很好，糟糕的地方也的确不能不忽视（另外一说昨天去西单一个大mall，洗手间居然漏水…）更别提之前在广州深圳mall里感觉到的不同香氛风格了 感觉还是有很多提升空间","2023-03-13 05:43"
"一只油煸腿","设施：5.0","环境：5.0","服务：5.0","约会聊天好去处
今天不是来逛商场的，约了人谈事，想随便找个咖啡厅，就进了东方新天地，结果发现这...","约会聊天好去处
今天不是来逛商场的，约了人谈事，想随便找个咖啡厅，就进了东方新天地，结果发现这里是咖啡厅开会吗？
在一个不大的区域内，就七八家咖啡厅聚在一起，有常规的星粑粑、扣死他，还有亲民的小蓝杯，资深咖啡皮爷以及主打温馨风的加拿大枫树叶tims。最终还是选择了人少些的tims，毕竟说话还是安静些的环境比较重要。","2023-03-12 10:49"
"点小评0065245029","设施：2.5","环境：3.5","服务：3.5","","商场挺大的，环境也还行，想买的机会都可以买到","2023-03-11 22:52"
"贝多芬de忧伤","设施：4.5","环境：4.5","服务：4.5","","经常来打卡，很多店铺经常去，值得推荐的商场","2023-03-11 13:47"
"艾德拉","设施：5.0","环境：5.0","服务：5.0","经常过来，因为常去蔚来中心，周末5个小时免费停车，在北京的市中心很难得了。但是只限一次，不可累计。吃...","经常过来，因为常去蔚来中心，周末5个小时免费停车，在北京的市中心很难得了。但是只限一次，不可累计。吃饭也很方便，丰俭由人。咖啡角很有特色，聚集了约10个咖啡品牌，中午白领可以有很多选择。我喜欢tims家的贝果","2023-03-09
  更新于2023-03-10 18:09"
"JoyyoJ","设施：5.0","环境：5.0","服务：5.0","东方新天地开了很多年了，环境干净整洁，凉快，是吃饭逛街好去处，里面有各式各样的餐厅和咖啡店，工作日中...","东方新天地开了很多年了，环境干净整洁，凉快，是吃饭逛街好去处，里面有各式各样的餐厅和咖啡店，工作日中午人很多，基本是在周边上班来吃饭的，还有饭后遛弯儿的，不过衣服和鞋子基本没啥折扣，看好了款式可以网上购买。","2023-03-10 15:25"
"gaocs","设施：3.5","环境：3.5","服务：3.5","超级大的一个商场，一进门costa，瑞幸，man各类咖啡点，悲催的是没找到我有活动券的星爸爸。
餐饮也挺多的...","超级大的一个商场，一进门costa，瑞幸，man各类咖啡点，悲催的是没找到我有活动券的星爸爸。
餐饮也挺多的，吃饭方便，跑来给手机换贴膜，服务都挺好，不过地下通往的铁路标识真的不太明显，没想到地下还有个博物馆。","2023-03-09 12:21"
"喜洋洋","设施：5.0","环境：5.0","服务：5.0","好久没去王府井东方新天地了，今天去吃自助，给朋友过生日，这里这么多年真的是高端大气上档次，一点也没有...","好久没去王府井东方新天地了，今天去吃自助，给朋友过生日，这里这么多年真的是高端大气上档次，一点也没有变，里面还是有很多品牌，很齐全，每一家都不一样，很有特色，商场干净整洁，一进商场就被环境吸引了，这也属于高端商场啦，真心不错","2023-03-07 23:33"
"惠老板","设施：2.5","环境：2.5","服务：2.5","惠我东方啊 来到王府井地区 最经典之一无疑是东方新天地了！挨着蔚来 目前还有个车企展厅在一层 这里很多单...","惠我东方啊 来到王府井地区 最经典之一无疑是东方新天地了！挨着蔚来 目前还有个车企展厅在一层 这里很多单位在此办公 弼马wei啦等等外企和咨询公司都在这里附近 想必上班吃饭喝咖啡相当方便了 ，如果在这去个厕所洗手间有点费劲 男女分开 要绕一大圈 也很老气 比较不方便","2023-03-05 19:32"
"楚留香","设施：3.0","环境：3.5","服务：4.0","","奢侈品入住肯定是不入国贸skp甚至比金融街还少，其它都OK","2023-03-03 10:27"
"点小评6366010577","设施：4.0","环境：4.0","服务：4.0","人是真的少啊，除了地铁口那边有些人以外，基本上见不着人，感觉所有店铺里面也是一个人没有，店员除外，现...","人是真的少啊，除了地铁口那边有些人以外，基本上见不着人，感觉所有店铺里面也是一个人没有，店员除外，现在好像还有个什么活动，但是感觉里面东西都太贵，所以也没怎么太逛东方新天地，图片这点的展馆还是挺有意思的，看起来很炫。","2023-03-02 22:39"
"啊欧啊欧","设施：5.0","环境：5.0","服务：5.0","关注公众号办会员每周末有5个小时免费停车，然后过来一下午足够了，这边停车费还是不便宜的，晚上就会不好...","关注公众号办会员每周末有5个小时免费停车，然后过来一下午足够了，这边停车费还是不便宜的，晚上就会不好找车位了。比较大，每次都没怎么逛就回家了，下次一定看看哪里有好吃的地方，咖啡厅感觉到是不少，很多个买车看车的店铺。","2023-03-02 15:18"
"莫言静静","设施：5.0","环境：5.0","服务：5.0","","东方新天地对于我来说事个非常有意义的地方，
值得一直放在心里的地方呀","2023-03-02 10:57"
"钓鱼者DYZ","设施：5.0","环境：5.0","服务：5.0","","顺路吃个中午饭，快三点到的已经没啥人了。b1层平价餐厅居多，闻着味儿感觉还有螺蛳粉。
一楼的大门口人称咖啡内卷王，各种熟悉的不熟悉的都开在这了，
没时间去楼上转了，下次吧","2023-03-02 00:12"
"有滋有味小胖胖","设施：4.0","环境：4.0","服务：3.0","这个评分不代表东方君悦酒店的服务评分，五星酒店的服务是有保障的
商场里工作人员的服务越来越差，越来越...","这个评分不代表东方君悦酒店的服务评分，五星酒店的服务是有保障的
商场里工作人员的服务越来越差，越来越没有服务意识！虽然有服务台但是宁愿低头坐在那里！也没看到投诉通道，也就是说投诉也没用
从小就逛的商场，品牌迭代更新，有的品牌虽然没有离开但是换了地方
一层基本都是奢侈品牌
地下一层还有小吃街
吃的倒是多起来了","2023-03-01 13:49"
"爱吃肉的兔叽","设施：4.0","环境：4.0","服务：4.0","商场的面积很大，地下是就餐地点，上面两层是购物中心，再往上貌似是写字楼，有德勤等企业的办公室。
地下...","商场的面积很大，地下是就餐地点，上面两层是购物中心，再往上貌似是写字楼，有德勤等企业的办公室。
地下一层坐地铁挺方便的，就和商场连着，不错
商场环境不错，空间敞亮，品牌也不少，不过没什么人气，店铺也一直没怎么换过，还是那些家，希望多引入一些品牌，能更有逛头。","2023-03-01 08:14"
"中二少女冲鸭","设施：5.0","环境：4.5","服务：5.0","skp看了，又来新天地看一圈，希望多看看能买到最新款。好几年没来了，商场人不多，环境不错，所有门店规模...","skp看了，又来新天地看一圈，希望多看看能买到最新款。好几年没来了，商场人不多，环境不错，所有门店规模都不小，逛起来也挺舒服。不过很奇怪，竟然有些新款畅销款这里根本找不到，别的点没号，这里来找连货都没有🤣","2023-02-28 22:45"
"akdk","设施：4.5","环境：4.5","服务：4.0","这是第一次来逛东方新天地，和我想象的完全不一样。
没想到他只是一个大型综合写字楼下面的底商。
没想到他...","这是第一次来逛东方新天地，和我想象的完全不一样。
没想到他只是一个大型综合写字楼下面的底商。
没想到他是一个长条形的一个狭长的商业体，走上一遍，就是从东单到王府井一站地铁的距离。
没想到他特别简单粗暴的以阿拉伯数字进行分区，第一区，第二区，第三区。。。。我走到第七区，就没有再往前走了。简单的走的这一遍，没有发现各个区有什么特有主题。
很困惑，因为没有找到一般商场都有的地图指示，不知道怎么来一个有目的有选择的购物。以后会再来一次，逛一逛，探索一下。","2023-02-28 20:56"
"蓝宁碧波","设施：4.5","环境：4.5","服务：4.5","王府井附近的广场，一楼和地下都有，吃喝玩乐的地方，各种网红店小吃是工作的白领首先。各种品牌的衣服，中...","王府井附近的广场，一楼和地下都有，吃喝玩乐的地方，各种网红店小吃是工作的白领首先。各种品牌的衣服，中高档都有。
停车场空间也可以。
这个广场超级长 真的特别长的说。
走了一趟都掉肉了哈哈。
逛的人不多，主要是工作的人吃吃喝喝。","2023-02-28 18:58"
"Lovelesspatient_4198","设施：3.5","环境：4.5","服务：4.5","","非常优美的环境！值得一逛好吃的特别多！买衣服有点小贵的商场","2023-02-28 13:34"
"任性的臭豆腐","设施：3.0","环境：5.0","服务：5.0","东方新天地位于王府井步行大街南口东侧，这里是一家综合性商城，档次要比西单高一些，以前听人说西单是青少...","东方新天地位于王府井步行大街南口东侧，这里是一家综合性商城，档次要比西单高一些，以前听人说西单是青少年的聚集地，而这边则是白领的聚集地，当然这里也是一处有名的旅游点。
地下一层有美食，地上一层有服装，唯一不好的是卫生间，不知道男士的如何，女士的真是一言难尽，又破又小又脏，没有蹲坑，也不见有人打扫，那叫一个脏，挺可惜的。","2023-02-27 21:52"
"Ellar.2006","设施：4.5","环境：5.0","服务：4.5","东方新天地还是愿意来这里逛 这里有吃有喝 尤其是吃的增加了不少 以前小南国 西蜀豆花庄 都在 ，到现在换了...","东方新天地还是愿意来这里逛 这里有吃有喝 尤其是吃的增加了不少 以前小南国 西蜀豆花庄 都在 ，到现在换了很多茶餐厅，很多名小吃 ，挺喜欢的，地下一层吃的多 一层购物的买衣服可以选择，也有大牌子的 但国际品牌的还不够多 环境喜欢 也方便。","2023-02-27 19:52"
"Hong_3393","设施：4.0","环境：4.0","服务：4.0","每次来东方新天地之能逛一小部分商铺，因为这里面是在是太大了，从东边走到西边觉得好远好累。一层都是一些...","每次来东方新天地之能逛一小部分商铺，因为这里面是在是太大了，从东边走到西边觉得好远好累。一层都是一些大牌的商品，也有很多首饰的品牌，都是我比较喜欢的。底下一层主要是各种美食，面包，奶茶，咖啡店和冰激凌店铺。这里还有一个优势就是停车很方便。","2023-02-26 09:34"
"老程老段","设施：5.0","环境：5.0","服务：5.0","才发现东方新天地这么的友好！周末和节假日会员都可以免费停车5小时，平时也可以拿积分换停车时长，会员手...","才发现东方新天地这么的友好！周末和节假日会员都可以免费停车5小时，平时也可以拿积分换停车时长，会员手机注册就可以，不需要消费，积分只要每日小程序签到就行，也不需要消费！咖啡品牌集中在一层，大部分店都在一起，没有连在一起的也非常近","2023-02-25 20:24"
"82880514_51返","设施：0.5","环境：0.5","服务：0.5","","商场积分超过7天就不给积分，忘记积分了就只能自认倒霉……","2023-02-23 19:04"
"提老大","设施：4.5","环境：4.5","服务：4.5","由于工作需求，跑来看看场地，多少年没来东方新天地了！感觉品牌换了不少！不过还是年轻人来的地方，都是很...","由于工作需求，跑来看看场地，多少年没来东方新天地了！感觉品牌换了不少！不过还是年轻人来的地方，都是很大众化的餐厅和小吃！买什么都方便！特别想说的是中厅那个展区，好有意思啊！好多人在那里拍照！还可以，很熟悉的地方，有情怀！","2023-02-22 18:39"
