"name","item","item 2","item 3","review-truncated-words","review-words","time"
"休闲书屋","设施：4.5","环境：4.5","服务：4.0","","这家购物中心位于王府井步行街，是一家高端的购物中心，环境舒适，设施齐备，奢侈品牌云集，就连卫生间都很豪华！","2023-04-08 19:42"
"深梦幽兰","设施：4.5","环境：4.5","服务：4.0","这家商场很豪华，位于王府井大街中心地带，环境舒适，设施齐备，高档品牌云集，就连卫生间里面都有母婴室，...","这家商场很豪华，位于王府井大街中心地带，环境舒适，设施齐备，高档品牌云集，就连卫生间里面都有母婴室，化妆间，让我印象深刻，在这里跟朋友吃过几次饭，很适合朋友聚会，商务宴请，开车来的话，地下有收费停车场，坐地铁稍微有些不方便，要走一段路！","2023-04-08 17:38"
"宇","设施：3.5","环境：4.0","服务：3.5","","在传统的王府井步行街上，王府中环的存在独树一帜，个性鲜明，一层都是大牌专门店，楼上餐饮也比较高档，逛街的人不多，体验感比较好！","2023-04-08 12:18"
"于你悸动","设施：5.0","环境：5.0","服务：5.0","我能说洗手间超赞嘛！这是到北京这几天，遇到最好的洗手间🚻里面有母婴室，亲子间~满满的爱！为了这个洗手...","我能说洗手间超赞嘛！这是到北京这几天，遇到最好的洗手间🚻里面有母婴室，亲子间~满满的爱！为了这个洗手间，明天我还要来逛一下！
楼上餐饮也都是我比较喜欢的，前二天路过没进去，今天专门来吃饭，才知道新家商场，王府井一条街全都是商场，最爱这家！","2023-04-08 00:07"
"琛哥不是皂老师","设施：4.0","环境：4.0","服务：4.0","","🅿️地下一层换装后第一次来，网红的港风停车场不见了，改成了艺术品跳骚市场。
🌇玻璃框背后的夕阳本身就像一幅幅画作。
🌸海棠花开得茂盛，若到江南赶上春，千万和春住。","2023-04-06 21:02"
"小面团pink","设施：5.0","环境：5.0","服务：5.0","很喜欢这个地方，虽然离家远，但周末情愿路上花费时间，也要来这里逛逛，吃个饭，打个卡。一楼的场景总是会...","很喜欢这个地方，虽然离家远，但周末情愿路上花费时间，也要来这里逛逛，吃个饭，打个卡。一楼的场景总是会变换，图1⃣️是二月拍的。每个月都会来几次。王府中环是香港置地在北京打造的时尚高端生活中心，尊踞首都商业和政治核心地带。","2023-04-05 07:12"
"爱吃爱喝的包先生","设施：5.0","环境：5.0","服务：5.0","好的商业地产 必须有优质的艺术展品和优质的餐饮配套，Rug的服务绝对是快时尚餐饮里的佼佼者，今天正好假期...","好的商业地产 必须有优质的艺术展品和优质的餐饮配套，Rug的服务绝对是快时尚餐饮里的佼佼者，今天正好假期，和朋友聊聊天喝喝啤酒，店里的生意真是不一般的好，全是人 络绎不绝，非常有品质的出品，服务节奏很到位","2023-04-05 18:46"
"青台瓦事","设施：3.5","环境：3.5","服务：3.0","号称北京商场Top系列 
感觉设计的一般般 内部硬件也没有那么好
有很多小众的牌子 只有这有 不过整体没有商...","号称北京商场Top系列 
感觉设计的一般般 内部硬件也没有那么好
有很多小众的牌子 只有这有 不过整体没有商场名字那么大气 地段没得说
尤其是服务这一块 除了保安还行外 其他都一言难尽
北京商场眼花缭乱 但这家让人摸不到头脑啦","2023-04-04 11:52"
"匿名用户","设施：5.0","环境：5.0","服务：5.0","仨字，高！大！上！尤其是厕所，我愿称中环为北京厕所天花板！干净、豪华，以至于我妈光顾着欣赏，把刚买的...","仨字，高！大！上！尤其是厕所，我愿称中环为北京厕所天花板！干净、豪华，以至于我妈光顾着欣赏，把刚买的衣服落厕所了，还好保洁大姐看到交到了服务台，为我妈挽回了5000多块钱的损失，看到我在写评论，我妈要我在此感谢一下保洁大姐和服务台的姗姗小姐姐，谢谢你们的拾金不昧和热情周到的服务，由此对王府中环留下了深刻的印象，还是大商场的服务人员素质高呀！","2023-04-03 19:46"
"小雨转阴","设施：5.0","环境：5.0","服务：5.0","","商场超好逛，好拍。走高端路线，牌子很多，位置绝佳。
设施一应俱全，厕所也高级干净高级。喜欢的瑜伽馆和瑜伽服牌子都有。
满分💯","2023-04-03 18:34"
"媛宝儿730","设施：4.5","环境：4.5","服务：4.5","位于北京王府井大街的王府中环大厦，里面设施齐全，洗手间配套母婴室很贴心，一层到三层各种奢侈品店都有，...","位于北京王府井大街的王府中环大厦，里面设施齐全，洗手间配套母婴室很贴心，一层到三层各种奢侈品店都有，四楼是餐饮，粤菜，福建菜，韩国料理，日式料理，喝茶的，咖啡厅都有，逛完街喝杯咖啡吃个饭不错！停车也方便，一般每次都有停车位，商场积分也可以抵停车费！","2023-04-03 08:46"
"匿名用户","设施：4.0","环境：4.0","服务：3.5","","位于王府井核心地段，这里有很多精致优雅的餐厅~国际一线品牌专卖店和旗舰店也很多，是个高端的购物商场。缺点是价格普遍较高，更适合有钱人消费，人流量也比较大，周末相当拥挤","2023-04-02 03:09"
"爱吃零食的延陵高轩","设施：5.0","环境：5.0","服务：5.0","一般来王府井只来中环，中环外面的一片草坪冬天就变成滑冰的地方了，很会做生意王府中环以前的地库大...","一般来王府井只来中环，中环外面的一片草坪冬天就变成滑冰的地方了，很会做生意王府中环以前的地库大变样了免费的艺术展希望以后可以多多举办地方不是很大人也不多逛着很舒服可以随便拍拍拍，花的这些画都是可以卖的放在家里很好看！","2023-04-01 18:08"
"bbing_hyy","设施：5.0","环境：5.0","服务：5.0","📍北京最高端的商场之一 环境没得说 停车🅿️方便…基本每次来王府井都来中环溜一圈…

最近打卡...","📍北京最高端的商场之一 环境没得说 停车🅿️方便…基本每次来王府井都来中环溜一圈…

最近打卡了西座（应该是西 反正图9电梯扶梯🛗下去就是）地下停车场🅿️ 现在这边是一个独立空间了 有潮流艺术🎨品牌展 人少 目前还比较小众？吃完午饭 来溜达一圈还是不错的…中环后面的一片草坪也是遛娃的首选地…经常也会有一些主题展…总之中环是王府井吃饭遛娃首选之地","2023-04-01 17:56"
"龙大妹子","设施：5.0","环境：5.0","服务：5.0","","小朋友很喜欢这个展，可爱又潮流，以前是停车场，变成了一个很酷的空间。不得不表扬这种改变。","2023-04-01 17:32"
"Amanda美洋洋","设施：4.0","环境：5.0","服务：5.0","王府中环地下搞了个所谓的艺术展，但其实跟艺术展相差甚远，只能说是网红聚集地。有些失望，展品也都是在其...","王府中环地下搞了个所谓的艺术展，但其实跟艺术展相差甚远，只能说是网红聚集地。有些失望，展品也都是在其他地方见过的，毫无特别之处。如果只把这里当作拍照的场景的话，还是可以的。还好这个展免费，随便溜达着看看也无妨。","2023-04-01 01:12"
"谜之晴朗樱","设施：4.0","环境：4.0","服务：0.5","服务真是半颗星都多！
离谱事件：订了个蛋糕，商场不允许外卖员近，需要顾客到门口取。由于顾客还没到，外...","服务真是半颗星都多！
离谱事件：订了个蛋糕，商场不允许外卖员近，需要顾客到门口取。由于顾客还没到，外卖员最终被迫脱下外卖服送进来了。
怎么着难道要竖个牌子外卖员和宠物不得入内？多高级啊你这个商场，真是醉了！","2023-03-31 12:15"
"missvickylee","设施：4.5","环境：4.5","服务：4.5","感谢商场公众号的推送 否则都不知道还有一个这个展

免费🆓 在商场地下一层
主要以潮牌创意为主
建议大家...","感谢商场公众号的推送 否则都不知道还有一个这个展

免费🆓 在商场地下一层
主要以潮牌创意为主
建议大家工作日的时间过来 因为人很少 而且方便拍照📷

主办方很会利用空间 把地下停车场🅿️的多半圈儿都布置了 而且间隔距离合适 一点儿也不觉得拥挤～","2023-03-29 22:13"
"云端彼岸vivi","设施：5.0","环境：5.0","服务：5.0","整个商场充满了建筑的美感，少了些商业气息，竟然还有些艺术的观赏性。

一层国际大牌林立，档次一下就上去...","整个商场充满了建筑的美感，少了些商业气息，竟然还有些艺术的观赏性。

一层国际大牌林立，档次一下就上去了，哇偶，连餐馆也都不是嘈杂的平价馆子，想来选择这里就是图这份清爽与舒适的感觉吧，总之也是不便宜的哟","2023-03-29 18:55"
"点小评0053988448","设施：0.5","环境：0.5","服务：0.5","","没有见过积分这么麻烦的商场 需要自己上传照片积分 还经常审批不通过","2023-03-26 15:26"
"Echo段小姐","设施：4.5","环境：4.5","服务：4.5","","很喜欢的商场，环境好，母婴室很好。最近b1公共区域免费的展览蛮可爱的！","2023-03-25 23:07"
"wJaJ","设施：5.0","环境：5.0","服务：4.0","这座由香港置地在北京打造的时尚高端生活中心，外表看不出来有多特别，但是走进去确实让人眼前一亮，尤其是...","这座由香港置地在北京打造的时尚高端生活中心，外表看不出来有多特别，但是走进去确实让人眼前一亮，尤其是大面积的奢侈品牌logo，给人以视觉上的冲击。
        不知道进的是哪个区，整体都逛了逛，不管是衣服、鞋包还是餐饮，每个店面设计的都很别致，让人赏心悦目。
        不过最让我震撼的，不是这些商铺，而是卫生间的设计。从来没有在哪个商场里见过这么豪华的卫生间，不仅只是装修豪华，而且除了常见的母婴室，甚至还有更衣室、家庭间。在这样寸土寸金的地方，拿出这么大面积用于公共服务，这就是大手笔，这就是大格局，不得不让人佩服。","2023-03-15
  更新于2023-03-24 10:24"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","合生汇第一次来，很久没吃西餐了。

位置在五层，有点儿隐蔽，被汽车店给挡住了。周末一点多来的，不用排队...","合生汇第一次来，很久没吃西餐了。

位置在五层，有点儿隐蔽，被汽车店给挡住了。周末一点多来的，不用排队，位置很多。餐厅环境很好，不喧闹，舒缓的音乐背景。

餐品的整体水平在线，味道很满意。鸡肉馅饼有芝士的那种，可以拉丝。蘑菇汤也不错。唯一就是甜品不那么惊艳。点评的套餐和店里是一样的，扫码点就可以。","2023-03-23 17:21"
"Liumy_6803","设施：5.0","环境：5.0","服务：5.0","","摄影师小哥哥技术超级好！修图师小姐姐技术好人也很温柔！","2023-03-23 13:27"
"oscar","设施：4.5","环境：5.0","服务：4.0","王府中环近期一直在装修中，地下一层说是在调整。地上四层可以逛吃玩。之前最喜欢的剪刀牛仔裤，denham，从...","王府中环近期一直在装修中，地下一层说是在调整。地上四层可以逛吃玩。之前最喜欢的剪刀牛仔裤，denham，从地下一层挪到了3层。餐饮类 这几年换的比较勤，除了莆田、翠华的这些大牌，其他基本换了一圈。食之六七这家面馆比较推荐，算是朝阳大悦城那家的升级版。","2023-03-23 09:19"
"白大美人","设施：5.0","环境：5.0","服务：5.0","周末必来中环，这次过来主要过来看手表，卡地亚手表的坦克我还是最近比较中意的，店铺就在门口，也没排队就...","周末必来中环，这次过来主要过来看手表，卡地亚手表的坦克我还是最近比较中意的，店铺就在门口，也没排队就进去了，一对一服务，但是我没拍照，我就拍整个商场了，停车场环境也不错，楼上的餐厅基本也都吃过了，洗手间特别干净，各种穿衣镜和化妆镜，设计的特别贴心，服务台的充电宝数量充足，五星……","2023-03-20 07:36"
"在同一颗小星星底下","设施：5.0","环境：5.0","服务：5.0","well 真的很少很少写这种 非餐饮的点评了
但是最近这个新的制度啊 就是逼着大家玩命的输出
这样做的好处是 ...","well 真的很少很少写这种 非餐饮的点评了
但是最近这个新的制度啊 就是逼着大家玩命的输出
这样做的好处是 我等小平民 也能有机会升vip8
坏处是 算起来今年要想升到8 需要写好多好多啊
不停的写 不停的逛 不停的吃 
那怎么可能呢 又不是没工作
太难了太难了…同学们加油啊！
从今天开始 真的要 多找点其他spot打卡拍照写点评了
节假日就不能闲着 动起来！","2023-03-20 00:01"
"小蓝莓莓","设施：5.0","环境：5.0","服务：5.0","","很繁华很好玩！不愧是北京老牌商场！赞","2023-03-19 20:34"
"苏格兰的Gin","设施：5.0","环境：5.0","服务：5.0","虽然经常过来王府井，但是王府中寰是第一次过来，跟着高～地图导航走过来，从侧门进的商场；
        一进...","虽然经常过来王府井，但是王府中寰是第一次过来，跟着高～地图导航走过来，从侧门进的商场；
        一进来看到亮堂堂的，中间有高高的中庭，不过看着商场不太大，但是布置的环境还挺好的，而且吃饭的地方比较多，还有一些奢侈品品牌比较齐全，除了地方小点～","2023-03-18
  更新于2023-03-19 13:10"
"山茶花","设施：5.0","环境：5.0","服务：4.5","","短发的小哥说话很温柔，服务很不错，还让试吃了巧克力丹麦，拉花也很赞，这家店的设计很喜欢","2023-03-17 19:56"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","王府中环一直是一家艺术气息很浓的商场，今天来到了西侧地下一层，原本是车库的位置，现在收拾的很干净，面...","王府中环一直是一家艺术气息很浓的商场，今天来到了西侧地下一层，原本是车库的位置，现在收拾的很干净，面积很空旷，有一个艺术展览在举办，叫潮流艺术，有各种各样的文创作品在展出，从版画到抱枕。再到一些大体积摆件应有尽有。人不多，超级适合拍照。","2023-03-17 18:25"
"匿名用户","设施：4.5","环境：4.5","服务：4.5","","口味挺好的，宝宝挺喜欢吃的，已经吃了一盒了，价格经济实惠，下次还来买，物流也挺快的，回购好几次啦，每次都是满满一箱，卖家还送了很多试吃。都很喜欢！","2023-03-16 19:33"
"流水线女工","设施：4.5","环境：5.0","服务：5.0","王府中环是王府井这一片还愿意来逛一逛的商场，买东西也方便，吃饭选择也算多，停车也方便这点真的也很值得...","王府中环是王府井这一片还愿意来逛一逛的商场，买东西也方便，吃饭选择也算多，停车也方便这点真的也很值得，每次都很好停，积分也可以抵停车费
我朋友说为了去洗手间都值得跑一趟这里哈哈哈
工作日环境很好，安安静静的很喜欢","2023-03-16 18:18"
"猫酱大人的小跟班","设施：5.0","环境：5.0","服务：5.0","","王府井最好的商场了，大牌全都有，还有维密。时不时的还有打折活动，据说地下停车场是网红停车场，下次开车去。","2023-03-16 13:08"
"爱笑的眼睛Lee","设施：5.0","环境：5.0","服务：5.0","","商场主打的是高端消费，算是大牌云集吧。客流也不是很多，工作日可以用空旷来形容。里面还有不少餐厅，环境也非常好，吃些小时喝个咖啡非常惬意。","2023-03-16 09:15"
"25号.唐怼怼","设施：5.0","环境：5.0","服务：4.5","","王府中环，好评味道，好地段，美食也非常齐全，大牌汇聚～切记高品味，慢生活。","2023-03-15 14:08"
"无机道长","设施：5.0","环境：5.0","服务：5.0","王府中寰地段非常好找，王府井地区最高大上的建筑，显眼且高端奢华！里边大牌云集，饭馆人均消费200➕，是小...","王府中寰地段非常好找，王府井地区最高大上的建筑，显眼且高端奢华！里边大牌云集，饭馆人均消费200➕，是小资产阶级生活享受乐趣的不二场所。总体来说，环境非常高端，各种装潢用料也非常考究，是聚会聚餐宴请的最佳之地","2023-03-14 12:13"
"LynneZhuzhu","设施：5.0","环境：5.0","服务：5.0","神仙商场，不管王府井步行街上多少人，这里都相对清净，特别喜欢跟朋友约这里
吃喝种类齐全，各个价位的也...","神仙商场，不管王府井步行街上多少人，这里都相对清净，特别喜欢跟朋友约这里
吃喝种类齐全，各个价位的也都有，商铺也会更新
厕所又大又超级干净
可能是忍着也得去的厕所
西座西边儿还有片草地，时不常的有主题活动
不夸张的说，跟朋友可以在里面待一天
停车方便，停车费略贵","2023-03-14 09:47"
"Bruce王","设施：4.5","环境：4.5","服务：4.5","在王府中环吃完饭随便逛逛，竟然发现了一个免费展览，必须看看。
王府中环西座地下一层，坐扶梯可下，展览...","在王府中环吃完饭随便逛逛，竟然发现了一个免费展览，必须看看。
王府中环西座地下一层，坐扶梯可下，展览名为DROPOFF，其实是地下的娱乐展览街，创意多多，作品也挺有意思，再里面还有个潮牌店，很适合饭后遛弯。","2023-03-13 23:27"
"zhanglei1028","设施：5.0","环境：5.0","服务：5.0","","环境确实很好，我喜欢！

刚一进门一定要抬头看看，头上高高悬挂的大花，时而盛开时而闭合，非常灵动，一起欣赏下吧！","2023-03-13 16:49"
"a775_hm","设施：4.5","环境：4.5","服务：4.5","","挺高级的商场，卫生间非常的干净，一层有个维密，可惜极度干燥撤店了，楼上有海马体，还有很多轻食也不错，芝乐坊的蛋糕真可以","2023-03-12 18:29"
"Nirvana","设施：5.0","环境：5.0","服务：5.0","家附近最喜欢的商场，没有之一。
购物，餐饮，妆化，美容都有，咖啡，茶点，正餐，囊括了从早到晚，后院草...","家附近最喜欢的商场，没有之一。
购物，餐饮，妆化，美容都有，咖啡，茶点，正餐，囊括了从早到晚，后院草坪是最常去的消夏之地。最喜欢站在上面看中庭，商场布局大气整洁，主要是完全没有任何拥挤感。
重点说一说商场洗手间，有家庭用的，方便带宝宝的家长，还有整理台，方便客人补妆整理仪容。
商场一线牌子挺多，好逛，还经常会有一些大品牌的闪购，临时搭建有创意和设计感的展台。
总体好评。","2023-03-12 13:22"
"好好吃饭","设施：4.5","环境：4.5","服务：4.5","很久没有来王府中環这边来逛街了，购物环境还是一如既往的很舒服。作为比较高端的品牌，各种大牌都有，而且...","很久没有来王府中環这边来逛街了，购物环境还是一如既往的很舒服。作为比较高端的品牌，各种大牌都有，而且购物人员不是很多，相对于skp等地方，购物环境要舒适很多，而且还有很多精致的咖啡馆、甜品店，逛累了可以坐下来美美的来一份下午茶，生活也是十分惬意。","2023-03-12 12:32"
"蓝血狮心","设施：5.0","环境：5.0","服务：5.0","王府中环的体量和位置都很合适逛街，周末也不会太拥挤。楼下的奢侈品店偶有排队，楼上的餐厅倒是排队到腿软...","王府中环的体量和位置都很合适逛街，周末也不会太拥挤。楼下的奢侈品店偶有排队，楼上的餐厅倒是排队到腿软哈哈哈哈哈哈。大名鼎鼎的芝乐坊和花厨都是几十桌起排。如果等不了，可以排人少一些的羲和和德永，人均也稍低。不排队的摩登泰，不是我喜欢的泰餐味道","2023-03-10 16:35"
"匿名用户","设施：5.0","环境：5.0","服务：5.0","吃：各种必吃榜上餐厅，打算一家一家全部打卡。芝士蛋糕太棒啦，翠园每道菜都不会怕踩雷。

环境：这...","吃：各种必吃榜上餐厅，打算一家一家全部打卡。芝士蛋糕太棒啦，翠园每道菜都不会怕踩雷。

环境：这个季节是风车主题，孩子非常喜欢，适合遛娃，大人可以在旁边的咖啡厅，咖啡聊天。广场跑完旁边有个图书馆适合孩子看书。","2020-10-25
  更新于2023-03-09 22:08"
"完美世界","设施：5.0","环境：5.0","服务：5.0","","王府中环是以前我上班的地方。
这个商场特别干净，给人感觉很气派，商场的香氛气味也很好闻。
比较有亮点的地下一层的停车场也设计的很好，适合打卡拍照。
卫生间也特别干净卫生，让人有想上厕所的冲动。","2023-03-09 21:32"
"tiger.7","设施：4.5","环境：4.5","服务：3.5","","王府中环b1 环境很不错
很多人在这里打卡
应该是把停车场改编成了画展。
很有艺术气息和氛围 逛起来也比较好玩儿。
下次还会来","2023-03-07 23:54"
"逛吃78ha","设施：4.5","环境：4.5","服务：4.5","","买了双喜欢的鞋子 是一眼喜欢的模样但上脚略沉 还没有来及外出穿过","2023-03-06 10:58"
"bingo999","设施：5.0","环境：5.0","服务：5.0","王府中环地下一层的停车场，俨然已经不是一个停车场这么简单了，它更像是一个艺术广场，将潮流和艺术与停车...","王府中环地下一层的停车场，俨然已经不是一个停车场这么简单了，它更像是一个艺术广场，将潮流和艺术与停车场完美的结合在了一起。这样的看展的确还是挺新奇的，不仅满足了我们的好奇心，而且还可以看到很多优秀的展品，何乐而不为呢！","2023-03-06 21:00"
"sinnyoia","设施：4.5","环境：4.5","服务：4.5","受邀参加奔驰eqs的沙龙会。
在王府中环的外场，之前我记得冬天这块是小朋友滑冰滑雪❄️的场地。
除了有一些...","受邀参加奔驰eqs的沙龙会。
在王府中环的外场，之前我记得冬天这块是小朋友滑冰滑雪❄️的场地。
除了有一些冷之外，整体效果办的不错，提前搭建的场地的灯光秀，人性化场所里的暖炉，以及礼仪小姐发放的暖宝宝，都是小细节。","2023-03-06 11:50"
"丛小花就是我","设施：4.0","环境：4.0","服务：4.0","無意間看到的動感裝置令人眼前閃亮亮…
花的意義是，
它為你設定期限，
讓你更珍惜它燦爛盛放的時刻…
春の...","無意間看到的動感裝置令人眼前閃亮亮…
花的意義是，
它為你設定期限，
讓你更珍惜它燦爛盛放的時刻…
春のvlog 2023…🌸🎥🌸
by🌼丛小花就是我🌼摄影作品
みてくれてありがとう👩🏻‍🌾
vlogをみんなで楽しもう🎶","2023-03-06 00:39"
"Yummy的日常","设施：4.5","环境：4.5","服务：4.5","#拍照姿势不重样[话题]# #笔记灵感[话题]#
春风吹过的时候
我便会发芽🌱
长出一些柔软的枝桠
今日份OOTD🔷?...","#拍照姿势不重样[话题]# #笔记灵感[话题]#
春风吹过的时候
我便会发芽🌱
长出一些柔软的枝桠
今日份OOTD🔷🟢🔷
针织衫：BDG
牛仔裙：toteme
小白鞋：Ash
斜挎包：美洋meiyang
	
坐标王府井王府中环B1 超级好拍的展👀","2023-03-05 20:53"
"momomelinda","设施：5.0","环境：5.0","服务：5.0","","最爱的商场之一开了展览怎能错过
旁边是DSM买手店和车库","2023-03-05 09:44"
"Justree","设施：5.0","环境：5.0","服务：5.0","位置：坐落在王府井大街上的一座高奢商场，从王府井地铁站或者金鱼胡同地铁站过去很方便很近，交通优越。
...","位置：坐落在王府井大街上的一座高奢商场，从王府井地铁站或者金鱼胡同地铁站过去很方便很近，交通优越。
环境：整个商场装修的高端大气上档次，环境优雅整洁，品牌布局都很高档。清洁人员一直在对商场进行清洁。
总体来说是个逛街的好地方，只要你有消费能力，王府中环是不错的选择。","2023-03-04 19:17"
"KT_肥嘟嘟de夏天","设施：5.0","环境：5.0","服务：5.0","先有王府中环，再有重庆光环。王府中环大概是我对香港置地商业的首印象，第一次进去的时候就是满满的震撼。...","先有王府中环，再有重庆光环。王府中环大概是我对香港置地商业的首印象，第一次进去的时候就是满满的震撼。
-
招商有调性，装修有质感，设计有细节，展览有内涵。所以后面重庆光环作为一个社区商业能够异军突起，闪亮入市并不为奇，香港置地有做好精品商业的底气，也有这个实力。","2023-03-02
  更新于2023-03-03 20:34"
"mycfau","设施：4.5","环境：4.5","服务：4.0","中午王府井大街遛弯，想上厕所了，就会拐到这里来。一层滚梯旁边是古琦的包包店，看着前面一个瘦小干瘪的老...","中午王府井大街遛弯，想上厕所了，就会拐到这里来。一层滚梯旁边是古琦的包包店，看着前面一个瘦小干瘪的老头奔着店去，商店里的柜姐热情大声的说着，欢迎光临! 这么热情，让我禁不住侧目看了老头一眼，反正我看就是一个老头。但是，我也相信柜姐的犀利，她们看人忒多了，看得必定准啊。后来，我上完厕所，正好看见老头拎着一个古琦大袋子出来。果然，柜姐威武!
哦，王府中环的厕所不消多说了，看图吧，谁用谁知道!","2023-03-03 19:38"
"芋圆珞珞子","设施：5.0","环境：5.0","服务：5.0","","环境非常好，非常高档的商城。很干净、有秩序。","2023-03-03 17:58"
"小红红","设施：4.5","环境：4.5","服务：4.5","王府井步行街目前最贵的商场，没有之一。yes也是最年轻的商场。因为其他的商场都会传统一些，没有什么国际...","王府井步行街目前最贵的商场，没有之一。yes也是最年轻的商场。因为其他的商场都会传统一些，没有什么国际一线品牌入驻。唯独这里大家耳熟能详的一线品牌比较多。商场环境不嘈杂，很典雅。中庭式的结构逛的非常舒适。","2023-03-03 11:21"
"楚留香","设施：3.0","环境：4.0","服务：4.0","","想和国贸skp竞争但奢侈品入住还是有限，连通文华东方酒店出去就是步行街对游客来说挺方便","2023-03-03 10:29"
"美少女战士","设施：5.0","环境：5.0","服务：4.5","环境：
很喜欢来的商场之一，人少，品牌，餐厅很多，空间也很大，很多地方都是打卡位，时不常还会有一些免...","环境：
很喜欢来的商场之一，人少，品牌，餐厅很多，空间也很大，很多地方都是打卡位，时不常还会有一些免费的展
设施：
一个商场的好坏就要看卫生间了，家庭母婴厕所间一定会有，而且也很干净
停车位很多，也很方便，五颗星🌟","2023-03-02 23:34"
"点小评9523500705","设施：0.5","环境：0.5","服务：0.5","","今天去那里吃饭，本想着这么高大尚的地方，环境应该挺好的，一进去里面就雾蒙蒙的，后来问服务员，她们说：这里有施工的，以前不是这样的。听她这么一说，我就不想吃了。最后去的百货大楼。唉！","2023-03-02 21:35"
