review,review_splitting,senti_score,polarity,senti_score_snownlp,polarity_snownlp
"这家商场很豪华,位于王府井大街中心地带,环境舒适,设施齐备,高档品牌云集,就连卫生间里面都有母婴室,化妆间,让我印象深刻,在这里跟朋友吃过几次饭,很适合朋友聚会,商务宴请,开车来的话,地下有收费停车场,坐地铁稍微有些不方便,要走一段路",这家 商场 很 豪华 位于 王府井大街 中心地带 环境 舒适 设施 齐备 高档 品牌 云集 卫生间 母婴 室 化妆间 印象 深刻 朋友 吃 过 几次 饭 很 适合 朋友 聚会 商务 宴请 开车 地下 收费 停车场 坐地铁 稍微 有些 不 走 一段路,6.0,P,0.9999660433544292,P
"在传统的王府井步行街上,王府中环的存在独树一帜,个性鲜明,一层都是大牌专门店,楼上餐饮也比较高档,逛街的人不多,体验感比较好",传统 王府井 步行街 王府中环 独树一帜 个性 鲜明 一层 大牌 专门店 楼上 餐饮 高档 逛街 不 多 体验 感 好,3.0,P,0.9970139987394236,P
"我能说洗手间超赞嘛,这是到北京这几天,遇到最好的洗手间里面有母婴室,亲子间,满满的爱,为了这个洗手间,明天我还要来逛一下,楼上餐饮也都是我比较喜欢的,前二天路过没进去,今天专门来吃饭,才知道新家商场,王府井一条街全都是商场,最爱这家",我能 说 洗手间 超赞 北京 几天 洗手间 母婴 室 亲子 间 满满的 爱 洗手间 明天 还要 逛 楼上 餐饮 喜欢 前 二天 路过 没 吃饭 新 家 商场 王府井 一条街 商场 最 爱 这家,5.0,P,0.0185540720552296,N
"️地下一层换装后第一次来,网红的港风停车场不见了,改成了艺术品跳骚市场,玻璃框背后的夕阳本身就像一幅幅画作,海棠花开得茂盛,若到江南赶上春,千万和春住",️ 地下 一层 换装 第一次 网红 港风 停车场 不见 改成 艺术品 跳骚 市场 玻璃框 背后 夕阳 一幅幅 画作 海棠花 开 茂盛 若到 江南 赶上 春 春住,-2.0,N,0.0746433069622605,N
"很喜欢这个地方,虽然离家远,但周末情愿路上花费时间,也要来这里逛逛,吃个饭,打个卡,一楼的场景总是会变换,图⃣️是二月拍的,每个月都会来几次,王府中环是香港置地在北京打造的时尚高端生活中心,尊踞首都商业和政治核心地带",很 喜欢 地方 离家 远 周末 情愿 路上 花费 时间 逛逛 吃个 饭 打个 卡 一楼 场景 变换 图 ⃣ ️ 二月 拍 月 几次 王府中环 香港 置 北京 打造 时尚 高端 生活 中心 尊踞 首都 商业 政治 核心 地带,10.0,P,0.9999996753526034,P
"好的商业地产必须有优质的艺术展品和优质的餐饮配套,Rug的服务绝对是快时尚餐饮里的佼佼者,今天正好假期,和朋友聊聊天喝喝啤酒,店里的生意真是不一般的好,全是人络绎不绝,非常有品质的出品,服务节奏很到位",好 商业地产 优质 艺术 展品 优质 餐饮 配套 Rug 服务 绝对 快 时尚 餐饮 里 佼佼者 正好 假期 朋友 聊聊天 喝 喝啤酒 店里 生意 不 好 全是 络绎不绝 非常 品质 出品 服务 节奏 很 到位,10.0,P,0.9999236834987923,P
"号称北京商场Top系列,感觉设计的一般般内部硬件也没有那么好,有很多小众的牌子只有这有不过整体没有商场名字那么大气地段没得说,尤其是服务这一块除了保安还行外其他都一言难尽,北京商场眼花缭乱但这家让人摸不到头脑啦",号称 北京商场 Top 系列 感觉 设计 一般般 内部 硬件 没有 那么 好 小众 牌子 这有 不过 整体 没有 商场 名字 那么 大气 地段 没得说 尤其 服务 一块 保安 还 行外 一言难尽 北京商场 眼花缭乱 这家 摸不到 头脑,-2.6,N,0.9961160366203392,P
"仨字,高,大,上,尤其是厕所,我愿称中环为北京厕所天花板,干净,豪华,以至于我妈光顾着欣赏,把刚买的衣服落厕所了,还好保洁大姐看到交到了服务台,为我妈挽回了多块钱的损失,看到我在写评论,我妈要我在此感谢一下保洁大姐和服务台的姗姗小姐姐,谢谢你们的拾金不昧和热情周到的服务,由此对王府中环留下了深刻的印象,还是大商场的服务人员素质高呀",字 高 尤其 厕所 我愿称 中环 北京 厕所 天花板 干净 豪华 我妈 光顾 欣赏 刚 买 衣服 落 厕所 还好 保洁 大姐 交到 服务台 妈 挽回 多 块钱 损失 写 评论 我妈 感谢 保洁 大姐 服务台 姗姗 小姐姐 谢谢你们 拾金不昧 热情周到 服务 王府中环 留下 深刻 印象 商场 服务 人员素质 高,9.8,P,0.5994697166443531,I
"商场超好逛,好拍,走高端路线,牌子很多,位置绝佳,设施一应俱全,厕所也高级干净高级,喜欢的瑜伽馆和瑜伽服牌子都有,满分",商场 超好 逛 好 拍 走 高端 路线 牌子 位置 绝佳 设施 一应俱全 厕所 高级 干净 高级 喜欢 瑜伽 馆 瑜伽 服 牌子 满分,10.0,P,0.9998470942027544,P
"位于北京王府井大街的王府中环大厦,里面设施齐全,洗手间配套母婴室很贴心,一层到三层各种奢侈品店都有,四楼是餐饮,粤菜,福建菜,韩国料理,日式料理,喝茶的,咖啡厅都有,逛完街喝杯咖啡吃个饭不错,停车也方便,一般每次都有停车位,商场积分也可以抵停车费",位于 北京 王府井大街 王府中环 大厦 设施 齐全 洗手间 配套 母婴 室 很 贴心 一层 三层 奢侈品 店 四楼 餐饮 粤菜 福建 菜 韩国 料理 日式 料理 喝茶 咖啡厅 逛 完街 喝杯 咖啡 吃个 饭 不错 停车 每次 停车位 商场 积分 抵 停车费,2.0,P,0.9996778748752162,P
"位于王府井核心地段,这里有很多精致优雅的餐厅,国际一线品牌专卖店和旗舰店也很多,是个高端的购物商场,缺点是价格普遍较高,更适合有钱人消费,人流量也比较大,周末相当拥挤",位于 王府井 核心 地段 精致 优雅 餐厅 国际 一线品牌 专卖店 旗舰店 高端 购物 商场 缺点 价格 较 高 更 适合 有钱人 消费 人流量 周末 相当 拥挤,4.84,P,0.9999998464810348,P
"一般来王府井只来中环,中环外面的一片草坪冬天就变成滑冰的地方了,很会做生意王府中环以前的地库大变样了免费的艺术展希望以后可以多多举办地方不是很大人也不多逛着很舒服可以随便拍拍拍,花的这些画都是可以卖的放在家里很好看",王府井 只来 中环 中环 外面 草坪 冬天 滑冰 地方 很会 做生意 王府中环 地库 大变样 免费 艺术展 希望 多多 举办 地方 不是 很大 不 多 逛 很 舒服 随便 拍拍 拍 花 画 卖 放在 家里 很 好看,10.6,P,0.9983406786189188,P
"北京最高端的商场之一环境没得说停车️方便,基本每次来王府井都来中环溜一圈,最近打卡了西座,应该是西反正图电梯扶梯下去就是,地下停车场️现在这边是一个独立空间了有潮流艺术品牌展人少目前还比较小众,吃完午饭来溜达一圈还是不错的,中环后面的一片草坪也是遛娃的首选地,经常也会有一些主题展,总之中环是王府井吃饭遛娃首选之地",北京 端的 商场 环境 没得说 停车 ️ 每次 王府井 中环 溜 一圈 打卡 西座 西 反正 图 电梯 扶梯 地下 停车场 ️ 独立 空间 潮流 艺术 品牌 展人少 还 众 吃 完 午饭 溜达 一圈 不错 中环 草坪 遛 娃 首选 一些 主题 展 中环 王府井 吃饭 遛 娃 首选 之地,2.8,P,0.9999999869329405,P
"小朋友很喜欢这个展,可爱又潮流,以前是停车场,变成了一个很酷的空间,不得不表扬这种改变",小朋友 很 喜欢 展 可爱 潮流 停车场 很酷 空间 表扬 改变,6.5,P,0.9992776852600566,P
"王府中环地下搞了个所谓的艺术展,但其实跟艺术展相差甚远,只能说是网红聚集地,有些失望,展品也都是在其他地方见过的,毫无特别之处,如果只把这里当作拍照的场景的话,还是可以的,还好这个展免费,随便溜达着看看也无妨",王府中环 地下 搞了个 艺术展 艺术展 相差 甚远 只能 说 网红 聚集地 有些 失望 展品 地方 见 过 毫无 特别之处 当作 拍照 场景 还好 展 免费 随便 溜达 无妨,-3.6,N,0.0073479820275508,N
"服务真是半颗星都多,离谱事件,订了个蛋糕,商场不允许外卖员近,需要顾客到门口取,由于顾客还没到,外卖员最终被迫脱下外卖服送进来了,怎么着难道要竖个牌子外卖员和宠物不得入内,多高级啊你这个商场,真是醉了",服务 半颗 星 多 离谱 事件 订 蛋糕 商场 不 外卖 员近 顾客 门口 取 顾客 还 没到 外卖 员 最终 被迫 脱 外卖 服 送进来 怎么着 竖个 牌子 外卖 员 宠物 入内 多 高级 商场 醉,0.4,I,0.6307624562046873,P
"感谢商场公众号的推送否则都不知道还有一个这个展,免费在商场地下一层,主要以潮牌创意为主,建议大家工作日的时间过来因为人很少而且方便拍照,主办方很会利用空间把地下停车场️的多半圈儿都布置了而且间隔距离合适一点儿也不觉得拥挤",感谢 商场 公众号 推送 不 展 免费 商场 地下 一层 以潮牌 创意 建议 工作日 时间 很少 拍照 主办方 很会 利用 空间 地下 停车场 ️ 多半 圈儿 布置 间隔 距离 合适 一点儿 不 拥挤,-0.2,N,0.9429178708217282,P
"整个商场充满了建筑的美感,少了些商业气息,竟然还有些艺术的观赏性,一层国际大牌林立,档次一下就上去了,哇偶,连餐馆也都不是嘈杂的平价馆子,想来选择这里就是图这份清爽与舒适的感觉吧,总之也是不便宜的哟",商场 充满 建筑 美感 少 些 商业 气息 还 有些 艺术 观赏性 一层 国际 大牌 林立 档次 哇偶 餐馆 不是 嘈杂 平价 馆子 想来 选择 图 这份 清爽 舒适 感觉 不 便宜,2.64,P,0.99936475600486,P
没有见过积分这么麻烦的商场需要自己上传照片积分还经常审批不通过,没有 见过 积分 麻烦 商场 上传 照片 积分 还 审批 不,1.0,P,0.0221726275633445,N
"很喜欢的商场,环境好,母婴室很好,最近b公共区域免费的展览蛮可爱的",很 喜欢 商场 环境 好 母婴 室 很 好 b 公共 区域 免费 展览 蛮 可爱,9.0,P,0.9950744626411796,P
"这座由香港置地在北京打造的时尚高端生活中心,外表看不出来有多特别,但是走进去确实让人眼前一亮,尤其是大面积的奢侈品牌logo,给人以视觉上的冲击,不知道进的是哪个区,整体都逛了逛,不管是衣服,鞋包还是餐饮,每个店面设计的都很别致,让人赏心悦目,不过最让我震撼的,不是这些商铺,而是卫生间的设计,从来没有在哪个商场里见过这么豪华的卫生间,不仅只是装修豪华,而且除了常见的母婴室,甚至还有更衣室,家庭间,在这样寸土寸金的地方,拿出这么大面积用于公共服务,这就是大手笔,这就是大格局,不得不让人佩服",这座 香港 置 北京 打造 时尚 高端 生活 中心 外表 看不出来 多 特别 走进 确实 眼前一亮 尤其 大面积 奢侈 品牌 logo 给人以 视觉 冲击 不 进 区 整体 逛 逛 衣服 鞋包 餐饮 店面 设计 很 别致 赏心悦目 不过 最 震撼 不是 商铺 卫生间 设计 没有 商场 里 见 过 豪华 卫生间 装修 豪华 常见 母婴 室 更衣室 家庭 间 这样 寸土寸金 地方 拿出 大面积 用于 公共服务 大手笔 格局 佩服,10.1,P,0.9999999580172244,P
"合生汇第一次来,很久没吃西餐了,位置在五层,有点儿隐蔽,被汽车店给挡住了,周末一点多来的,不用排队,位置很多,餐厅环境很好,不喧闹,舒缓的音乐背景,餐品的整体水平在线,味道很满意,鸡肉馅饼有芝士的那种,可以拉丝,蘑菇汤也不错,唯一就是甜品不那么惊艳,点评的套餐和店里是一样的,扫码点就可以",合生汇 第一次 很久没 吃 西餐 位置 五层 有点儿 隐蔽 汽车 店 挡住 周末 一点多 不用 排队 位置 餐厅 环境 很 好 不 喧闹 舒缓 音乐 背景 餐品 整体 水平 在线 味道 很 满意 鸡肉 馅饼 芝士 那种 拉丝 蘑菇 汤 不错 唯一 甜品 不 那么 惊艳 点评 套餐 店里 扫码 点,2.7,P,0.9999780733259452,P
"摄影师小哥哥技术超级好,修图师小姐姐技术好人也很温柔",摄影师 哥哥 技术 超级 好 修图师 小姐姐 技术 好人 很 温柔,4.5,P,0.9990339092025396,P
"王府中环近期一直在装修中,地下一层说是在调整,地上四层可以逛吃玩,之前最喜欢的剪刀牛仔裤,denham,从地下一层挪到了层,餐饮类这几年换的比较勤,除了莆田,翠华的这些大牌,其他基本换了一圈,食之六七这家面馆比较推荐,算是朝阳大悦城那家的升级版",王府中环 近期 装修 中 地下 一层 说 调整 地上 四层 逛 吃玩 最 喜欢 剪刀 牛仔裤 denham 地下 一层 挪到 层 餐饮 类 几年 换 勤 莆田 翠华 大牌 换 一圈 食之六七 这家 面馆 推荐 算是 朝阳 大悦 城 那家 升级版,3.0,P,0.999599985848822,P
"周末必来中环,这次过来主要过来看手表,卡地亚手表的坦克我还是最近比较中意的,店铺就在门口,也没排队就进去了,一对一服务,但是我没拍照,我就拍整个商场了,停车场环境也不错,楼上的餐厅基本也都吃过了,洗手间特别干净,各种穿衣镜和化妆镜,设计的特别贴心,服务台的充电宝数量充足,五星",周末 必来 中环 手表 卡地亚 手表 坦克 中意 店铺 门口 没 排队 一对一 服务 没 拍照 拍 商场 停车场 环境 不错 楼上 餐厅 吃 过 洗手间 特别 干净 穿衣镜 化妆镜 设计 特别 贴心 服务台 充电 宝 数量 充足 五星,7.7,P,0.8741230436382107,P
"well真的很少很少写这种非餐饮的点评了,但是最近这个新的制度啊就是逼着大家玩命的输出,这样做的好处是我等小平民也能有机会升vip,坏处是算起来今年要想升到需要写好多好多啊,不停的写不停的逛不停的吃,那怎么可能呢又不是没工作,太难了太难了,同学们加油啊,从今天开始真的要多找点其他spot打卡拍照写点评了,节假日就不能闲着动起来",真的 很少 很少 写 非 餐饮 点评 新 制度 逼 玩命 输出 这样 做 好处 平民 机会 升 vip 坏处 算 想 升到 写 好多好多 不停 写 不停 逛 不停 吃 不是 没 工作 太难 太难 同学 加油 真的 多 找点 spot 打卡 拍照 写 点评 节假日 不能 闲着 动,1.0,P,0.994953675424253,P
"虽然经常过来王府井,但是王府中寰是第一次过来,跟着高,地图导航走过来,从侧门进的商场,一进来看到亮堂堂的,中间有高高的中庭,不过看着商场不太大,但是布置的环境还挺好的,而且吃饭的地方比较多,还有一些奢侈品品牌比较齐全,除了地方小点",王府井 王府 中 寰 第一次 跟着 高 地图 导航 走 侧门 进 商场 亮堂堂 高高的 中庭 不过 看着 商场 不太大 布置 环境 还 挺 好 吃饭 地方 多 一些 奢侈品 品牌 齐全 地方 小点,5.08,P,0.9994425184631226,P
"短发的小哥说话很温柔,服务很不错,还让试吃了巧克力丹麦,拉花也很赞,这家店的设计很喜欢",短发 小哥 说话 很 温柔 服务 很 不错 还 试吃 巧克力 丹麦 拉花 很 赞 这家 店 设计 很 喜欢,9.0,P,0.999971736263467,P
"王府中环一直是一家艺术气息很浓的商场,今天来到了西侧地下一层,原本是车库的位置,现在收拾的很干净,面积很空旷,有一个艺术展览在举办,叫潮流艺术,有各种各样的文创作品在展出,从版画到抱枕,再到一些大体积摆件应有尽有,人不多,超级适合拍照",王府中环 一家 艺术 气息 很浓 商场 来到 西侧 地下 一层 原本 车库 位置 收拾 很 干净 面积 很 空旷 艺术 展览 举办 潮流 艺术 各种各样 文创 作品 展出 版画 抱 枕 一些 体积 摆件 应有尽有 人不多 超级 适合 拍照,6.0,P,0.9999974031980796,P
"口味挺好的,宝宝挺喜欢吃的,已经吃了一盒了,价格经济实惠,下次还来买,物流也挺快的,回购好几次啦,每次都是满满一箱,卖家还送了很多试吃,都很喜欢",口味 挺 好 宝宝 挺 喜欢 吃 吃 一盒 价格 经济 实惠 下次 还 买 物流 挺快 回购 好 几次 每次 满满 一箱 卖家 还 送 试吃 很 喜欢,10.2,P,0.999958887859018,P
"王府中环是王府井这一片还愿意来逛一逛的商场,买东西也方便,吃饭选择也算多,停车也方便这点真的也很值得,每次都很好停,积分也可以抵停车费,我朋友说为了去洗手间都值得跑一趟这里哈哈哈,工作日环境很好,安安静静的很喜欢",王府中环 王府井 还 逛一逛 商场 买 东西 吃饭 选择 算 多 停车 真的 很 值得 每次 很 好 停 积分 抵 停车费 朋友 说 洗手间 值得 跑 一趟 哈哈哈 工作日 环境 很 好 安安静静 很 喜欢,10.0,P,0.9999966707303528,P
"王府井最好的商场了,大牌全都有,还有维密,时不时的还有打折活动,据说地下停车场是网红停车场,下次开车去",王府井 商场 大牌 维密 时不时 打折 活动 地下 停车场 网红 停车场 下次 开车,-2.0,N,0.7669673623966823,P
"商场主打的是高端消费,算是大牌云集吧,客流也不是很多,工作日可以用空旷来形容,里面还有不少餐厅,环境也非常好,吃些小时喝个咖啡非常惬意",商场 主打 高端 消费 算是 大牌 云集 客流 不是 工作日 空旷 形容 不少 餐厅 环境 非常 好 吃些 小时 喝个 咖啡 非常 惬意,9.0,P,0.996089533730027,P
"王府中环,好评味道,好地段,美食也非常齐全,大牌汇聚,切记高品味,慢生活",王府中环 好评 味道 好 地段 美食 非常 齐全 大牌 汇聚 切记 高 品味 慢 生活,6.0,P,0.9996420723115448,P
"王府中寰地段非常好找,王府井地区最高大上的建筑,显眼且高端奢华,里边大牌云集,饭馆人均消费,是小资产阶级生活享受乐趣的不二场所,总体来说,环境非常高端,各种装潢用料也非常考究,是聚会聚餐宴请的最佳之地",王府 中 寰 地段 非常 好找 王府井 地区 大上 建筑 显眼 高端 奢华 里边 大牌 云集 饭馆 人均 消费 资产阶级 生活 享受 乐趣 不二 场所 总体 环境 非常 高端 装潢 用料 非常 考究 聚会 聚餐 宴请 最佳 之地,10.0,P,0.9999791044774416,P
"神仙商场,不管王府井步行街上多少人,这里都相对清净,特别喜欢跟朋友约这里,吃喝种类齐全,各个价位的也都有,商铺也会更新,厕所又大又超级干净,可能是忍着也得去的厕所,西座西边儿还有片草地,时不常的有主题活动,不夸张的说,跟朋友可以在里面待一天,停车方便,停车费略贵",神仙 商场 王府井 步行街 相对 清净 特别 喜欢 朋友 约 吃喝 种类 齐全 价位 商铺 更新 厕所 超级 干净 忍 厕所 西座 西边 片 草地 时不常 主题 活动 不 夸张 说 朋友 停车 停车费 略贵,8.5,P,0.9471825771020024,P
"在王府中环吃完饭随便逛逛,竟然发现了一个免费展览,必须看看,王府中环西座地下一层,坐扶梯可下,展览名为DROPOFF,其实是地下的娱乐展览街,创意多多,作品也挺有意思,再里面还有个潮牌店,很适合饭后遛弯",王府中环 吃完饭 随便 逛逛 发现 免费 展览 王府中环 西座 地下 一层 坐 扶梯 可 展览 名为 DROPOFF 地下 娱乐 展览 街 创意 多多 作品 挺 有意思 个潮 牌店 很 适合 饭后 遛弯,3.7,P,0.9939012917198627,P
"环境确实很好,我喜欢,刚一进门一定要抬头看看,头上高高悬挂的大花,时而盛开时而闭合,非常灵动,一起欣赏下吧",环境 确实 很 好 喜欢 刚一 进门 抬头 头上 高高 悬挂 大花 时而 盛开 时而 闭合 非常 灵动 欣赏,11.0,P,0.9728303580071884,P
"挺高级的商场,卫生间非常的干净,一层有个维密,可惜极度干燥撤店了,楼上有海马体,还有很多轻食也不错,芝乐坊的蛋糕真可以",挺 高级 商场 卫生间 非常 干净 一层 有个 维密 可惜 极度 干燥 撤店 楼上 海马体 轻食 不错 芝乐坊 蛋糕 真,0.8,I,0.9960220330593164,P
"家附近最喜欢的商场,没有之一,购物,餐饮,妆化,美容都有,咖啡,茶点,正餐,囊括了从早到晚,后院草坪是最常去的消夏之地,最喜欢站在上面看中庭,商场布局大气整洁,主要是完全没有任何拥挤感,重点说一说商场洗手间,有家庭用的,方便带宝宝的家长,还有整理台,方便客人补妆整理仪容,商场一线牌子挺多,好逛,还经常会有一些大品牌的闪购,临时搭建有创意和设计感的展台,总体好评",家 最 喜欢 商场 没有 购物 餐饮 妆化 美容 咖啡 茶点 正餐 囊括 后院 草坪 最常去 消夏 之地 最 喜欢 站 看中 庭 商场 布局 大气 整洁 完全 没有 拥挤 感 重点 说一说 商场 洗手间 家庭 带 宝宝 家长 整理 台 客人 补妆 整理 仪容 商场 一线 牌子 挺 多 好 逛 还 一些 品牌 闪购 临时 搭建 创意 设计 感 展台 总体 好评,13.92,P,0.9999999977103732,P
"很久没有来王府中環这边来逛街了,购物环境还是一如既往的很舒服,作为比较高端的品牌,各种大牌都有,而且购物人员不是很多,相对于skp等地方,购物环境要舒适很多,而且还有很多精致的咖啡馆,甜品店,逛累了可以坐下来美美的来一份下午茶,生活也是十分惬意",很久没 有来 王府中環 逛街 购物 环境 一如既往 很 舒服 高端 品牌 大牌 购物 人员 不是 相对 skp 地方 购物 环境 舒适 精致 咖啡馆 甜品店 逛累 坐下 美美 一份 下午茶 生活 十分 惬意,11.5,P,0.9999999999987552,P
"王府中环的体量和位置都很合适逛街,周末也不会太拥挤,楼下的奢侈品店偶有排队,楼上的餐厅倒是排队到腿软哈哈哈哈哈哈,大名鼎鼎的芝乐坊和花厨都是几十桌起排,如果等不了,可以排人少一些的羲和和德永,人均也稍低,不排队的摩登泰,不是我喜欢的泰餐味道",王府中环 体量 位置 很 合适 逛街 周末 不会 太 拥挤 楼下 奢侈品 店偶 排队 楼上 餐厅 倒 排队 腿软 哈哈哈 哈哈哈 大名鼎鼎 芝乐坊 花厨 几十桌 起排 排人少 一些 羲 德永 人均 稍低 不 排队 摩登泰 不是 喜欢 泰餐 味道,2.0,P,0.6302328944377609,P
"吃,各种必吃榜上餐厅,打算一家一家全部打卡,芝士蛋糕太棒啦,翠园每道菜都不会怕踩雷,环境,这个季节是风车主题,孩子非常喜欢,适合遛娃,大人可以在旁边的咖啡厅,咖啡聊天,广场跑完旁边有个图书馆适合孩子看书",吃 必吃 榜 餐厅 打算 一家 一家 打卡 芝士 蛋糕 太棒 翠园 每道菜 不会 怕 踩 雷 环境 季节 风车 主题 孩子 非常 喜欢 适合 遛 娃 大人 旁边 咖啡厅 咖啡 聊天 广场 跑 完 旁边 有个 图书馆 适合 孩子 看书,10.0,P,0.999991963877328,P
"王府中环是以前我上班的地方,这个商场特别干净,给人感觉很气派,商场的香氛气味也很好闻,比较有亮点的地下一层的停车场也设计的很好,适合打卡拍照,卫生间也特别干净卫生,让人有想上厕所的冲动",王府中环 上班 地方 商场 特别 干净 感觉 很 气派 商场 香氛 气味 很 好闻 亮点 地下 一层 停车场 设计 很 好 适合 打卡 拍照 卫生间 特别 干净 卫生 想 厕所 冲动,11.0,P,0.9979117850762756,P
"王府中环b环境很不错,很多人在这里打卡,应该是把停车场改编成了画展,很有艺术气息和氛围逛起来也比较好玩儿,下次还会来",王府中环 b 环境 很 不错 打卡 停车场 改编 成 画展 很 艺术 气息 氛围 逛起来 好玩儿 下次 还会来,5.0,P,0.9997016070873556,P
买了双喜欢的鞋子是一眼喜欢的模样但上脚略沉还没有来及外出穿过,买 双 喜欢 鞋子 一眼 喜欢 模样 脚略 沉 还 没有 外出 穿过,4.0,P,0.8614368448923465,P
