review,review_splitting,senti_score,polarity,senti_score_snownlp,polarity_snownlp
"百货大楼门口矗立的,一抓准,劳模,张秉贵,师傅的塑像已经很多年了,大楼一层通道里还有专门设立的,张秉贵纪念馆,今天在地下一层,张秉贵,柜台特意想买点儿糖果再次体验一下好多年没见,一抓准,没想到现在变成了顾客自选,营业员只负责约秤的规矩,而且买五十一斤的糖果要自己买塑料袋,买三百多一斤巧克力的顾客就给免费提供纸袋,顾客都分三六九等了,哪儿还有,一团火,的服务精神,真让从小到大看着百货大楼一点点变化的老北京人失望,要是这样的服务态度干脆就不要挂,张秉贵,师傅的名牌消费老顾客的情怀了",百货大楼 门口 矗立 抓准 劳模 张秉贵 师傅 塑像 很多年 大楼 一层 通道 里 设立 张秉贵 纪念馆 地下 一层 张秉贵 柜台 特意 想 买点儿 糖果 体验 好多年 没 见 抓准 没想到 顾客 自选 营业员 负责 约 秤 规矩 买 一斤 糖果 买 塑料袋 买 三百多 一斤 巧克力 顾客 免费 提供 纸袋 顾客 分 三六九等 一团 火 服务 精神 真 从小到大 看着 百货大楼 一点点 变化 老 北京 失望 这样 服务态度 干脆 不要 挂 张秉贵 师傅 名牌 消费 老 顾客 情怀,6.2,P,2.529766970016389e-05,N
"京城街拍,随心行走随手拍,路过奥华小吃店,他家卖天津煎饼果子,还有嘎巴菜,从前在里边有几个座位,可以吃嘎巴菜,天津包子,旁边是奥华饭馆可以吃天津菜,过了长安街就是王府井大街,街口是东方新天地商场,商场可以购物,地下一层有美食街,进入商场往东一直走,出口就到了东单路口,王府井大街有百货大楼,百货大楼是个老店,王府井大街店铺林立,是北京著名繁华的商业街,台基厂大街,王府井大街,好亲切,曾在台基厂那生活了年,很怀念那的公园,看北京百货大楼这几个字感觉很有年代感",京城 街 拍 随心 行走 随手 拍 路过 奥华 小吃店 他家 卖 天津 煎饼果子 嘎巴 菜 从前 里边 几个 座位 吃 嘎巴 菜 天津 包子 旁边 奥华 饭馆 吃 天津 菜 过 长安街 王府井大街 街口 东方新天地 商场 商场 购物 地下 一层 美食街 商场 往东 走 出口 东单 路口 王府井大街 百货大楼 百货大楼 老店 王府井大街 店铺 林立 北京 著名 繁华 商业街 台基 厂 大街 王府井大街 好 亲切 台基 厂 生活 年 很 怀念 公园 北京 百货大楼 几个 字 感觉 很 年代 感,13.0,P,0.9999999947432094,P
"王府井百货外型复古大气,内部装修高端,很有品质的商场,这么多年屹立不倒,游人如织,对游客来说,和王府井百货合影是很有纪念意义的事情呢,负二层的免费展览推荐大家看一下哦,怀旧复古的氛围满满,适合拍照还有吃喝,休息区也不少",王府井百货 外型 复古 大气 内部 装修 高端 很 品质 商场 多年 屹立 不倒 游人如织 游客 王府井百货 合影 很 纪念 意义 事情 负 二层 免费 展览 推荐 怀旧 复古 氛围 满满 适合 拍照 吃喝 休息区 不少,4.5,P,0.9999998348987412,P
"下午逛的故宫,正好离百货大楼挺近的就过来逛了一下,人气很高,各种品牌商品应有尽有,还有很多美食",下午 逛 故宫 正好 百货大楼 挺近 逛 人气 很 高 品牌 商品 应有尽有 美食,2.5,P,0.999662098877784,P
"带话题,探索城市美好,和,Glad兔meetyou,分享打卡美好瞬间,门口的喷泉定时开启,商场也有新布景可以拍照,很不错的购物体验,想到什么分享什么,爱你哦,按照导航就能找到,在步行街中心位置",带 话题 探索 城市 美好 Glad 兔 meetyou 分享 打卡 美好 瞬间 门口 喷泉 定时 开启 商场 新 布景 拍照 很 不错 购物 体验 想到 分享 爱 导航 找到 步行街 中心 位置,7.5,P,0.9999999996018448,P
"一座快有百年的商场,建筑风格一点也不输于当代",一座 快 百年 商场 建筑风格 一点 不输于 当代,2.0,P,0.9961163781166044,P
"老牌的百货商场了,得有十几年没来过了,感觉还是老样子呢",老牌 百货商场 十几年 没来 过 感觉 老 样子,1.0,P,0.992739101334682,P
"老牌商场,整体环境还是不错,但是现在整个商场客流也不多",老牌 商场 整体 环境 不错 商场 客流 不 多,2.0,P,0.9981102913543994,P
"这个人真是无语的很,我们带着父母站在这好好的,这人过来态度特别差说这位置不能站人,一肚子气,本来想看看手机在哪里吃饭合适,这人来了句这不让站人,好端端也不是瓷砖坏了商场不让站人吗,态度特别差,管理人员能不能管理一下你们工作人员这个素质情况",无语 很 带 父母 站 好好 态度 特别 差说 位置 不能 站 一肚子气 本来 想 手机 吃饭 合适 这人来 句 不让 站 好端端 不是 瓷砖 坏 商场 不让 站 态度 特别 差 管理人员 不能 管理 工作人员 素质 情况,2.5,P,3.826244561522252e-06,N
"百货大楼北京的老标志,重新的这一种风景,夜里看,辉煌,但是有传统,也有很多思想上的纪念",百货大楼 北京 老 标志 一种 风景 夜里 辉煌 传统 思想 纪念,3.0,P,0.9997020483376772,P
"今日打卡,王府井百货大楼,商铺,北京市百货大楼,王府井店,商场就在apm对面,北京的招牌老字号大楼,商场吃喝玩乐应有尽有,地下一层和平和平菓句很有意思,位置,东城区,王府井大街号,营业时间,交通,地铁号线,王府井站E东北口",今日 打卡 王府井 百货大楼 商铺 北京市 百货大楼 王府井 店 商场 apm 对面 北京 招牌 老字号 大楼 商场 吃喝玩乐 应有尽有 地下 一层 和平 和平 菓 句 很 有意思 位置 东城区 王府井大街 号 营业时间 交通 地铁 号线 王府井 站 E 东北 口,2.5,P,0.9992837227207776,P
"一楼有张秉贵纪念馆,作为营业员里的天花板,也是非常厉害啦,全国劳模,一直被树立成典范,能在寸土寸金的王府井为一个劳动人民设立纪念馆,也是很有趣了,具体位置在大厦一楼,omega专柜的旁边,蛮有意思的地方",一楼 张秉贵 纪念馆 营业员 里 天花板 非常 厉害 全国劳模 树立 成 典范 寸土寸金 王府井 劳动 人民 设立 纪念馆 很 有趣 具体位置 大厦 一楼 omega 专柜 旁边 蛮有意思 地方,0.5,I,0.9756274120725488,P
"老一辈的百货大楼,很多故事,也算是王府井乃至北京的代表了,很不错现在种类很齐全",老一辈 百货大楼 故事 算是 王府井 北京 代表 很 不错 种类 很 齐全,3.0,P,0.9997567267191813,P
"北京老牌的百货大楼,很有年代感了,要不是在这附近吃饭还真想不起来这儿逛逛,正值冬奥会,很多人在这排队购买奥运会纪念品,当我排到店里时几乎没什么可买的了只好失望而归加了个群也没抢到,商场里游客也不少还有免费的展览可以看",北京 老牌 百货大楼 很 年代 感 吃饭 还 真 想不起来 逛逛 冬奥会 排队 购买 奥运会 纪念品 排到 店里 时 没什么 可买 只好 失望 归加 群 没 抢 商场 里 游客 不少 免费 展览,4.3,P,0.9228313635578216,P
"来北京必来的地标,王府井大街,北京市百货大楼,是王府井大街的一大地标,不过里面卖的东西倒没有什么特别,价格也没有什么优惠",北京 必来 地标 王府井大街 北京市 百货大楼 王府井大街 一大 地标 不过 卖 东西 倒 没有 特别 价格 没有 优惠,-3.0,N,0.00198617357142,N
"老式的商场,感觉比较拥挤憋闷,楼是餐厅",老式 商场 感觉 拥挤 憋闷 楼 餐厅,-4.0,N,0.1880513799542871,N
"王府井百货大楼可是悠久的历史了,建国以后也是北京人最喜欢的一家购物场所,现在又新扩建了一个楼层,里面各种文化街和餐饮都挺多的,平时客人真心不少,无论什么时候总是满满当当的外地来的游客,可以在这你好好逛一逛哦,真的很不错,≧∇≦",王府井 百货大楼 悠久 历史 建国 北京 最 喜欢 一家 购物 场所 新 扩建 楼层 文化街 餐饮 挺 多 平时 客人 真心 不少 满满当当 外地 游客 好好 逛一逛 真的 很 不错 ≧ ∇ ≦,8.7,P,0.999877188342296,P
"月底去的,附近人流量晚上点还不算太多,北京冬天还是冷且风大,基本都是本地人逛街溜达,商场品牌还是比较齐全,属于北京老牌商场地标了",月底 人流量 晚上 点 还 不算 太 多 北京 冬天 冷且 风大 本地人 逛街 溜达 商场 品牌 齐全 北京 老牌 商场 地标,2.0,P,0.979916863719276,P
"老牌的购物中心,感觉有一些跟不上时代了,内部格局不像现代化的购物中心,张秉贵柜台依然还在这里,诉说着老一辈劳模的精神,底下的和平菓局人气还是比较高的,不过餐饮又贵又不好吃,希望这里能重新改造后在经营",老牌 购物中心 感觉 一些 跟不上 时代 内部 格局 不像 现代化 购物中心 张秉贵 柜台 依然 还 诉说着 老一辈 劳模 精神 底下 和平 菓 局 人气 高 不过 餐饮 贵 不 好吃 希望 改造 经营,3.5,P,0.9269136383396972,P
"北京的购物金街王府井,上世纪八十年代以百货大楼,东安市场和儿童用品商店著称,吸引了来着全国各地的游客来此购物,几十年后故地重游,发现百货大楼B有个北平菓局,保留了几十年前的绿皮车与老站台,老副食商店与老式简装糖果,老式照相馆和新华书店,老式街道与公共水房,有特色",北京 购物 金街 王府井 世纪 八十年代 百货大楼 东安市场 儿童 用品商店 著称 吸引 全国 游客 来此 购物 几十年 故地重游 发现 百货大楼 B 有个 北平 菓 局 保留 几十年 前 绿皮 车 老 站台 老 副食 商店 老式 简装 糖果 老式 照相馆 新华书店 老式 街道 公共 水房 特色,-0.5,N,0.9764777216742538,P
"位置,地铁八号线金鱼胡同出来就是apm穿过去就是百货大楼,这是老牌商场,老在大众上刷到怀旧老北京,特意和朋友过来玩,在地下,不大,但布置的挺好,挺带感的,看到好多小时候才有的老物件,还给小朋友解释这些是干嘛的怎么用老了,老了就爱怀旧",位置 地铁 八号 线 金鱼胡同 apm 穿 百货大楼 这是 老牌 商场 老 大众 上刷 怀旧 老 北京 特意 朋友 玩 地下 不 布置 挺 好 挺 带感 好多 小时候 老 物件 还给 小朋友 解释 干嘛 老 老 爱 怀旧,0.9,I,0.999961681343126,P
"很少来王府井百货大楼,虽然王府井倒是经常来,但是太多吸引我的商场,若不是这次来这里约了朋友吃饭,估计很久一段时间都不会来,不过里面吃饭的地方还是挺多的,商场,也是传统的那种商场,网红店不多,但是也都是熟知的连锁,工作日来人也不少",很少 王府井 百货大楼 王府井 倒 太 多 吸引 商场 不是 约 朋友 吃饭 估计 很 久 一段时间 不会 不过 吃饭 地方 挺 多 商场 传统 那种 商场 网红店 不 多 熟知 连锁 工作日 不少,1.76,P,0.0705080411472298,N
"元宵节热热闹闹,在网上收到王府井百货大楼负一层在搞活动,专程赶来体验一下热闹的元宵节气氛,门票,张元券,可以在里面买吃的,玩游戏,我玩的砸金蛋,啥也没中,听了个响,里面小姐姐很多,有舞龙,杂技等",元宵节 热热闹闹 网上 收到 王府井 百货大楼 负 一层 搞 活动 专程 赶来 体验 热闹 元宵节 气氛 门票 张元券 买 吃 玩游戏 玩 砸 金蛋 没 中 听 个响 小姐姐 舞龙 杂技,-3.0,N,0.8279193401847026,P
",北京市百货大楼,王府井店,北京百货大楼地下二层走下来的那一瞬间就好像穿越了一样对于我老公来说这里的氛围是他满满的回忆呀他说这里可以让他觉得内心平静感觉很放松真的值得来逛逛而且免门票商场点开门",北京市 百货大楼 王府井 店 北京 百货大楼 地下 二层 走 一瞬间 好像 穿越 老公 氛围 满满的 回忆 说 内心 平静 感觉 很 放松 真的 值得 逛逛 免 门票 商场 点 开门,-0.5,N,0.999995302135461,P
"地下二层真的很有特色吸引人过来打卡,怀旧物件怀旧小吃让人身临其境活在旧时代,旧电视,修鞋,煤矿,门口挂的衣服,读者杂志,连门口的洗脸盆都那么有特色,还有报纸糊窗和牛皮癣广告,初代电影老式火车,摩托车等哈哈,值得打卡",地下 二层 真的 很 特色 吸引 打卡 怀旧 物件 怀旧 小吃 身临其境 活在 旧时代 旧 电视 修鞋 煤矿 门口 挂 衣服 读者 杂志 门口 洗脸盆 那么 特色 报纸 糊窗 牛皮癣 广告 初代 电影 老式 火车 摩托车 值得 打卡,0.2,I,0.9210544396228046,P
"他家商场的服务很好,尤其是化妆品的柜姐,如果有需求肯定会来百货大楼买的",他家 商场 服务 很 好 尤其 化妆品 柜姐 需求 肯定 百货大楼 买,5.0,P,0.9742775951166353,P
"王府井,百货大楼,东安市场这些是之前老北京人的记忆,承载了童年的美好回忆,现在整条街都时尚了很多,里面的商品也是琳琅满目,百货大楼的地下还有一个和平菓局,仿照老北京人生活建造的一个仿真场景很不错,逛着挺有意思的",王府井 百货大楼 东安市场 老 北京 记忆 承载 童年 美好 回忆 整条 街 时尚 商品 琳琅满目 百货大楼 地下 和平 菓 局 仿照 老 北京 生活 建造 仿真 场景 很 不错 逛 挺 有意思,5.3,P,0.9999999994641032,P
"北京市百货大楼确实不错,这是我第二次过来参观购物了,具体位置在王府井大街,这里是比较繁华的一条大街了,吃喝玩乐一条龙服务,百货大楼负一层可以去参观打卡,各种的怀旧,真的很真实,也充分提现了老一代人的不容易,生活的艰辛,在这里你可以充分的体验一次老北京的生活,体验一下过去的不易,珍惜现在美好的生活,努力奋斗吧年轻人,加油",北京市 百货大楼 确实 不错 第二次 参观 购物 具体位置 王府井大街 繁华 一条 大街 吃喝玩乐 一条龙 服务 百货大楼 负 一层 参观 打卡 怀旧 真的 很 真实 充分 提现 老一代 不 生活 艰辛 充分 体验 老 北京 生活 体验 不易 珍惜 美好 生活 努力奋斗 年轻人 加油,6.5,P,0.9999999999624978,P
"王府井百货地下层的和平镖局,环境设计的还是很有年代感,一下回到了,年代,地下的商户不是很多,有一些游玩的地方,最具特色的是绿皮火车头,还有一尊大佛的睡佛头像,没有拍照,整体一般时间分钟左右还是值得一去的",王府井百货 下层 和平 镖局 环境 设计 很 年代 感 回到 年代 地下 商户 不是 一些 游玩 地方 最具 特色 绿皮 火车头 一尊 大佛 睡 佛头 没有 拍照 整体 时间 分钟 值得 一去,5.0,P,0.9973057512353296,P
"在网上看到张秉贵博物馆,记得小时候看新闻播过,一把抓,带孩子来看看,可以现在都是电子秤,店员没有一把抓的手艺了,硬糖价格不贵,不过罐子里的东西一定要谨慎购买,标注的是克的价格,别问我是怎么知道的,我买了一斤的巧克力",网上 张秉贵 博物馆 记得 小时候 新闻 播过 一把抓 带 孩子 电子秤 店员 没有 一把抓 手艺 硬糖 价格 不 贵 不过 罐子 里 东西 谨慎 购买 标注 克 价格 别问 买 一斤 巧克力,-2.5,N,0.8250903452690366,P
"王府井地标建筑,每年有无数游客过来拍照打卡,一个是大门前的王秉贵塑像,另一个就是整点播放东方红的钟楼,百货分南北两座楼,北楼是后盖的,一般逛就去呗楼,有很多网红餐饮店,地下二层还有个网红打卡地和苹果局可以逛逛",王府井 地标 建筑 无数 游客 拍照 打卡 门前 王秉贵 塑像 整点 播放 东方红 钟楼 百货 分 南北 两座 楼 北楼 盖 逛 楼 网红 餐饮店 地下 二层 网红 打卡 苹果 局 逛逛,-1.0,N,0.9758275506919672,P
"北京市的第一个百货大楼,和朋友溜达就来到了位于王府井步行街上,每天都是人满为患的客流,不得不说人是真多,从步行街上一看密密麻麻的客流,再加上周围的灯光装饰点缀,增加了氛围感,进入商场内也是各种的品牌店,黄金,化妆品,都是大牌的,整体看上去还不错,路过的朋友可以尝试溜达一圈",北京市 第一个 百货大楼 朋友 溜达 来到 位于 王府井 步行街 人满为患 客流 说 真多 步行街 一看 密密麻麻 客流 灯光 装饰 点缀 增加 氛围 感 商场 品牌 店 黄金 化妆品 大牌 整体 还 不错 路过 朋友 尝试 溜达 一圈,2.8,P,0.7716692093670176,P
"陪老公开会,匆匆忙忙打了个卡,有时间再好好逛吧",陪 老公 开会 匆匆忙忙 打了个 卡 时间 好好 逛,0.0,I,0.3427325617100336,N
"看到xx市百货大楼一定是当地最老牌的商场了,北京的和王府井百货连在一起,有点中商销品茂那意思,顺道在这里兑换了施丹兰的生日礼",xx 市 百货大楼 最 老牌 商场 北京 王府井百货 连在一起 有点 中 商销 品茂 顺道 兑换 施丹兰 生日 礼,2.8,P,0.985173285428836,P
"北京王府井百货大楼位于一期王府井步行街东头西侧,apm购物中心对面,北京百货大楼是北京地标,建于新中国解放初期,是北京第一座大型百货商店,北京百货大楼南馆是原始建筑有五层,一层是国际名牌化妆品,珠宝,腕表,北馆是二期年开业的有地下二层地面九层,地下二层的和平菓局以再现老北京风俗轰动一时,如果到了北京百货大楼免费的张秉贵纪念馆是必须去的",北京王府井 百货大楼 位于 一期 王府井 步行街 东头 西侧 apm 购物中心 对面 北京 百货大楼 北京 地标 建于 新 中国 解放初期 北京 第一座 大型 百货商店 北京 百货大楼 南馆 原始 建筑 五层 一层 国际 名牌 化妆品 珠宝 腕表 北馆 二期 年 开业 地下 二层 地面 九层 地下 二层 和平 菓 局以 再现 老 北京 风俗 轰动一时 北京 百货大楼 免费 张秉贵 纪念馆,-0.5,N,0.9999316468522068,P
"布局合理,风情土著,特别好的打卡地,没事来逛逛街真的不错,来北京一定要来这里,体验一次年代的北京,fi真的很有感觉,人来的挺多的,感受一下年代北京的生活,领着孩子来看也是很不错的,很有年代的感觉,他那个喜欢,他那个喜欢这里的东西,很赞",布局合理 风情 土著 特别 好 打卡 没事 逛逛 街 真的 不错 北京 体验 年代 北京 fi 真的 很 感觉 人来 挺 多 感受一下 年代 北京 生活 领着 孩子 很 不错 很 年代 感觉 喜欢 喜欢 东西 很赞,8.0,P,0.9999999994802302,P
"北京特色的商场,北京的老商场,现在化妆品一线品牌好多都有,所以很喜欢来这买护肤品,只要踏实放心,现在商场地下一层最吸引外地人,免费的机制体现我们北京人的大气,里面可以寻找儿时的回忆,太有意义了,品老北京的好地方",北京 特色 商场 北京 老 商场 化妆品 一线品牌 好多 很 喜欢 买 护肤品 踏实 放心 商场 地下 一层 最 吸引 外地人 免费 机制 体现 北京 大气 寻找 儿时 回忆 太有 意义 品老 北京 好 地方,11.0,P,0.9999999873218988,P
"百货大楼冬奥特许商品展示柜台在欧米架专柜对面,赶在厂家停产之前抢了一个冰箱贴和一组冰墩墩和雪蓉蓉留做冬奥纪念,虽说可选的纪念品样氏已不多火爆程度也大幅降低,但工作人员态度还是不错的,在挑选冰箱贴选择障碍时给予了良好的建议",百货大楼 冬奥 特许 商品 展示 柜台 欧米架 专柜 对面 厂家 停产 抢 冰箱 贴 一组 冰墩 墩 雪 蓉蓉 留 做 冬奥 纪念 可选 纪念品 样氏 不 多 火爆 程度 大幅 降低 工作人员 态度 不错 挑选 冰箱 贴 选择 障碍 时 给予 建议,1.8,P,0.9958936574317212,P
"很长一段时间没来,和记忆中不太一样了,感觉人少了很多,晚上也没什么人,大部分还集中在顶层吃饭,商户基本没人逛,疫情后,实体经济能坚持成这样也不容易,希望能多举办些活动吸引消费者来,而不是等着坐吃山空的那天",很长 一段时间 没 记忆 中不太 感觉 人少 晚上 没什么 大部分 还 顶层 吃饭 商户 没人 逛 疫情 实体 经济 成 这样 不 希望 多 举办 些 活动 吸引 消费者 不是 坐吃山空 那天,-0.56,N,0.7869102778163046,P
"商场地下有个叫和平果局的老北京风情街,感觉像是年代的风格,有绿皮小火车,候车室,老北京胡同,平房,小火车上有座位可以上去坐一会,感觉时光回到了从前,还是挺有意思的,适合各个年龄层的人逛,能够了解老北京风貌也可以怀旧一下,喜欢拍照的可以去溜达溜达,处处有惊喜哦",商场 地下 有个 和平 果局 老 北京 风情街 感觉 像是 年代 风格 绿皮 火车 候车室 老 北京 胡同 平房 火车 座位 坐 一会 感觉 时光 回到 从前 挺 有意思 适合 年龄层 逛 老 北京 风貌 怀旧 喜欢 拍照 溜达 溜达 惊喜,5.6,P,0.9999999818934876,P
