review,review_splitting,senti_score,polarity,senti_score_snownlp,polarity_snownlp
"是老牌的购物商场,里面非常大,各种品牌都有,食通天美食街,里面涵盖了世界各种类型的美食,服装品类从快消品牌到轻奢品牌到大牌一应俱全,他们家楼外面的桃花,现在开的特别好,逛街之余还可以赏赏花拍拍照,非常不错呢",老牌 购物 商场 非常 品牌 食 通天 美食街 涵盖 世界 各种类型 美食 服装 品类 快消 品牌 轻奢 品牌 大牌 一应俱全 家楼 外面 桃花 开 特别 好 逛街 之余 还 赏 赏花 拍拍 非常 不错,9.6,P,0.9999999794317322,P
头一次逛没营业的东方新天地早上九点多商铺基本没开门商场有餐饮卖早餐大门可以随便出入不过没正事营业比较黑基本没开灯很空旷很安静从东门走到西门虽然距离不近东看看西看看也挺快的地下主要是餐饮零星的开着几家卖早餐确实不错比较方便,头 逛 没 营业 东方新天地 早上 九点 多 商铺 没 开门 商场 餐饮 卖 早餐 大门 随便 出入 不过 没 正事 营业 黑 没 开灯 很 空旷 很 安静 东门 走 西门 距离 不 近东 西 挺快 地下 餐饮 零星 开着 几家 卖 早餐 确实 不错,5.25,P,0.0511704601052912,N
"我最近去了王府井东方新天地,发现商场真的特别大,而且地下层还有一个北京古人类博物馆,我对这个博物馆很感兴趣,于是就去参观了一下,博物馆展出了许多古代人类化石和实物文物,让人对人类进化历程和生活习惯有了更深入的了解,里面有很多珍贵的展品,倒是规模很小,几分钟可以看完",王府井 东方新天地 发现 商场 真的 特别 下层 北京 古人类 博物馆 博物馆 很感兴趣 参观 博物馆 展出 古代 人类 化石 实物 文物 人类 进化 历程 生活习惯 更 珍贵 展品 倒 规模 很小 几分钟 完,1.2,P,0.9999999999999972,P
"距离天安门最近的商圈,都不敢想象是什么样的天龙人才能在这里龙盘虎踞",距离 天安门 商圈 想象 天龙 人才 龙盘虎踞,0.0,I,0.9665093649438484,P
"北京东方新天地位于王府井CBD中心区域,是一座集购物,餐饮,娱乐及文化活动于一体的大型城市综合体,占地面积达,平方米,内部采用了清新雅致的欧洲文艺复兴建筑风格,共设有五层,包括了近百个时尚品牌的专卖店,设计师品牌铺,餐厅,影院等多种娱乐便民场所,还有东方新天地时尚推手展示厅和各种主题展览等文化活动,由于位于王府井核心商圈,交通便利,每天吸引了大量的游客和购物者前来消费和娱乐",北京 东方新天地 位于 王府井 CBD 中心 区域 一座 集 购物 餐饮 娱乐 文化 活动 一体 大型 城市 综合体 占地面积 达 平方米 内部 采用 清新 雅致 欧洲 文艺复兴 建筑风格 共 设有 五层 包括 近 百个 时尚品牌 专卖店 设计师 品牌 铺 餐厅 影院 多种 娱乐 便民 场所 东方新天地 时尚 推手 展示厅 主题 展览 文化 活动 位于 王府井 核心 商圈 交通 便利 吸引 游客 购物者 前来 消费 娱乐,10.0,P,0.9999999999997258,P
"在王府井算是老牌商场了,设施和布置倒是没显得老气,维护保养得很好,一直都不是人气鼎盛的商场,这也是我喜欢来这里的原因,不用和人群摩肩接踵的挤来挤去,餐厅选择不算太多,够用了,一层的老铺黄金和电子产品店人最多hhhh",王府井 算是 老牌 商场 设施 布置 倒 没 显得 老气 维护 保养 很 好 不是 人气 鼎盛 商场 喜欢 原因 不用 人群 摩肩接踵 挤来挤去 餐厅 选择 不算 太 多 够用 一层 老铺 黄金 电子产品 店人 最多 hhhh,7.0,P,0.9994790395227598,P
"北京东长安街上的大型商场,有各种国际品牌和美食,时尚白领和游客的聚集地,属于购物吃喝玩乐可以一站式享受,缺点是,价格偏高,人流拥挤,且停车不便,偶尔会去逛逛",北京 东长安街 大型商场 国际品牌 美食 时尚 白领 游客 聚集地 购物 吃喝玩乐 一站式 享受 缺点 价格 偏高 人流 拥挤 停车 不便 逛逛,-1.0,N,0.9998874486634848,P
"商场的位置就不用多说了,地铁出来就是非常方便,公交站也不远,吃饭的地方也算不错,该有的都有,而且人比周围其他商场要少一点点,品牌比较齐全,尤其是饰品类,服务也很好,是个逛吃逛吃的好选择,经常去逛的商场了",商场 位置 不用 多 说 地铁 非常 公交站 不远 吃饭 地方 算 不错 人比 商场 要少 一点点 品牌 齐全 尤其 饰品 类 服务 很 好 逛 吃 逛 吃 好 选择 去逛 商场,8.4,P,0.9999996890073491,P
"算是北京的老牌商场了,占据王府井的南端,横跨至东单路口,可以说规模很大了",算是 北京 老牌 商场 占据 王府井 南端 横跨 东单 路口 说 规模 很大,-2.0,N,0.9574203276396444,P
"东方新天地以前叫东方广场,东边临近东单路口西边到达王府井,里面分五个区两层,一层和地下一层,概率了小吃,中餐,川菜,咖啡厅,奶茶店,电影院等,地下一层能直接进入地铁,公共交通很是方便,楼上是办公区",东方新天地 东方广场 东边 临近 东单 路口 西边 到达 王府井 分 五个 区 两层 一层 地下 一层 概率 小吃 中餐 川菜 咖啡厅 奶茶 店 电影院 地下 一层 地铁 公共交通 很 楼上 办公区,-2.0,N,0.9999968144424548,P
"在王府井周围,负一层都是吃的,各种各样的美食汇,大部分都聚集在一起,我是在,团的库迪咖啡的卷,为了尝尝咖啡顺便就来转转,商场还是挺大的,吃的喝的很多玩的基本没什么,不过这么大个商场找不到一个坐的地方,这里咖啡很多很多,中午想吃tims的贝果了,找了半天绕出去导航才找到,咖啡真的很多,什么牌子都有,来王府井的话在这转转就可以,没必要特意过来",王府井 负 一层 吃 各种各样 美食 汇 大部分 聚集 团 库迪 咖啡 卷 尝尝 咖啡 顺便 转转 商场 挺大 吃 喝 玩 没什么 不过 商场 找 不到 坐 地方 咖啡 很多很多 中午 想 吃 tims 贝果 找 半天 绕 导航 找到 咖啡 真的 牌子 王府井 转转 没 特意,-2.5,N,0.80253235728304,P
"一个在北京市中心的大型商MALL,也是我喜欢的商场之一,首先这里停车非常方便,如果去商场建议停在C区中区,这里有商场直梯,其次这里品牌很多,各种档次比较齐全,餐饮也很多,光是咖啡就有很多品牌入驻,最近最爱皮爷咖啡,味道好,服务好,如果经常来这里,建议申请会员卡,平时消费积分可以兑换停车时长,周末节假日这里会员停车是免费五个小时",北京市 中心 大型 商 MALL 喜欢 商场 停车 非常 商场 建议 停 C 区中区 商场 直梯 品牌 档次 齐全 餐饮 咖啡 品牌 入驻 最爱 皮爷 咖啡 味道 好 服务 好 建议 申请 会员卡 平时 消费 积分 兑换 停车 时 长 周末 节假日 会员 停车 免费 五个 小时,10.0,P,0.9956423225412662,P
"长安街沿线最壮观的建筑了,从东单到王府井,五栋大楼彼此相连又相对独立,高端品牌云集",长安街 沿线 最 壮观 建筑 东单 王府井 五栋 大楼 相连 相对 独立 高端 品牌 云集,3.0,P,0.9827241163009746,P
"老牌的购物中心,以前特喜欢里面的索尼旗舰店,电子产品是真的太丰富了,购物中心主要是地下面积更大一些,出了地铁口就可以看到,空间内部也还是很舒适的,不过东西现在看来有些还是落伍了,毕竟本地人也不爱来王府井逛街了",老牌 购物中心 特 喜欢 索尼 旗舰店 电子产品 真的 太 购物中心 地下 面积 更大 一些 出 地铁口 空间 内部 很 舒适 不过 东西 有些 落伍 本地人 不爱来 王府井 逛街,0.55,I,0.999995339741783,P
"真没想到在皇城根王府井这的高大上商场,注册会员后,停车免费个小时",真没想到 皇城根 王府井 高大 商场 注册 会员 停车 免费 小时,2.0,P,0.6594169569862152,P
"原来经常逛的一家商场,离开这边后很少来了,今天和闺蜜刚好来这边,进来看看好像没啥太大变化,莫名有种亲切感,好像曾经的回忆都回来了,只不过物是人非,看到登喜路的那一刻,忍不住有想流泪的冲动一切都过去了",逛 一家 商场 离开 很少 闺蜜 好像 没 太大 变化 莫名 有种 亲切感 好像 回忆 回来 只不过 物是人非 登喜路 那一刻 忍不住 想 流泪 冲动,1.0,P,0.9999638187481548,P
"来东单东方新天地商城办事,商城整体很不错,对比众多商城,环境和设施还是属于中上等的,负一楼好多餐饮小吃,闲暇时间可以带着女朋友过来消遣一下,服装运动系列比较多,都是一些大牌子,但是款式对于年轻人来说很lou",东单 东方新天地 商城 办事 商城 整体 很 不错 众多 商城 环境 设施 中上 负 一楼 好多 餐饮 小吃 闲暇 时间 带 女朋友 消遣 服装 运动 系列 多 一些 牌子 款式 年轻人 很 lou,1.5,P,0.9999979447709552,P
"有些日子没来东方新天地了,还是老样子,没什么变化,人也不是很多,逛起来比较舒服,没有喧闹的人群,吃饭购物都很惬意",有些 日子 没 东方新天地 老 样子 没什么 变化 不是 逛起来 舒服 没有 喧闹 人群 吃饭 购物 很 惬意,0.0,I,0.9999909003638224,P
"这个商场就在王府井地铁站的a口,连接着地铁挺方便的,里面的也有很多的商户,有卖衣服的,还有吃饭的地方,还有卖电子产品的,还有展览,感觉还可以呢,路过的时候可以来转一转,还有饰品店,比较齐全哟,经常来逛",商场 王府井 地铁站 a 口 连接 地铁 挺 商户 卖 衣服 吃饭 地方 卖 电子产品 展览 感觉 还 路过 转一转 饰品店 齐全 逛,1.0,P,0.9754321395897222,P
"手机坏了约的来苹果店修手机,等的时间随便在王府井逛逛,可能是疫情刚过的原因,人特别多,真的是惊呆了,吴裕泰竟然都排蛇形队了,来东方新天地随便吃了一口饭,然后买了个DQ冰激淋,虽然也是排队吧,但是相对来说好一些",手机 坏 约 苹果 店修 手机 时间 随便 王府井 逛逛 疫情 刚过 原因 特别 多 真的 惊呆 吴裕泰 排 蛇形 队 东方新天地 随便 吃 一口 饭 买 DQ 冰激淋 排队 相对来说 好 一些,2.9,P,0.8079545265794249,P
"周五晚上和朋友相约在b层吃烤肉,中庭有个小小的展览挺可爱的,还有夹娃娃机,商场整体设施有点偏旧了,毕竟开了好久好久了,服装店和餐饮还是蛮多的",周五 晚上 朋友 相约 b 层 吃 烤肉 中庭 有个 小小的 展览 挺 可爱 夹 娃娃 机 商场 整体 设施 有点 偏旧 开 好久好久 服装店 餐饮 蛮 多,-0.2,N,0.9996125488620112,P
"东方新天地这个商场开了很多年了以前在长安街,他竟然是很火的,一个商场客流量特别多啊,地下一层有很多美食一层楼很多大牌还有一些买车的很好,挂没事干,可以过来看看外地有课比较多啊,品牌也很多品牌也很多很不错",东方新天地 商场 开 很多年 长安街 很 火 商场 客流量 特别 多 地下 一层 美食 一层楼 大牌 一些 买车 很 好 挂 没事干 外地 有课 多 品牌 品牌 很 不错,-3.9,N,0.9999589450266538,P
"东方新天地开了很多年的商场品牌特别多好吃的好玩儿的应有尽有,大牌也有几个,咖啡店特别多而且有几家性价比高还有酒店很方便门口有地铁公交车位置特别好,可以玩的地方很多的,品牌也挺多,餐饮品牌也可以,没事干可以多来这逛一逛",东方新天地 开 很多年 商场 品牌 特别 多 好吃 好玩儿 应有尽有 大牌 几个 咖啡店 特别 多 几家 性价比 高 酒店 很 门口 地铁 公交车 位置 特别 好 玩 地方 品牌 挺 多 餐饮 品牌 没事干 多来 逛一逛,4.8,P,0.9999999867734422,P
"团的双人套餐性价比很高,两个女生吃挺合适的,服务员态度特别好,全程帮烤肉,盛汤,餐后还送了水果",团 双人 套餐 性价比 很 高 两个 女生 吃 挺 合适 服务员 态度 特别 好 全程 帮 烤肉 盛汤 餐后 还 送 水果,5.3,P,0.9997423055595096,P
"以前回家必经之地,现在购物中心越来越多,这边来的也越来越少了,不过新开了集结号之后,貌似带来了不少的客流呢,店铺越多相对的选择也就越来越多,懒得做饭的时候,就会来地下一层的大食代或者集结号来解决,反正在地铁口很方便的嘛",回家 必经之地 购物中心 越来越 多 越来越少 不过 新开 集结 号 貌似 带来 不少 客流 店铺 越 多 相对 选择 越来越 多 懒得 做饭 地下 一层 食代 集结 号 解决 反正 地铁口 很,-3.08,N,0.1233022116605983,N
"很久没去了,发现环境比之前看上去更棒了,在这里吃喝玩乐一整天都不会闷",很久没 发现 环境 更棒 吃喝玩乐 一整天 不会 闷,2.0,P,0.9852750786277128,P
"东方广场位置很好找就在长安街上门口有地铁这个商场开了很多年了,特别大有很多品牌没事干,可以带家里人一起过来逛一逛楼下还有美食一楼还有很多卖车的很不错,商场挺好的,以后经常可以来逛逛开心北京最大的商场",东方广场 位置 很 好找 长安街 门口 地铁 商场 开 很多年 特别 大有 品牌 没事干 带 家里人 逛一逛 楼下 美食 一楼 卖车 很 不错 商场 挺 好 逛逛 开心 北京 商场,4.7,P,0.999999852851328,P
"今天休息和我老公逛逛街,我们驱车来到东方新天地,停车很方便,地理位置优越,长安街沿线,东方新天地属中高档商场,面积大,装修的很气派,大牌云集,商场内还有很多餐厅,面包房,饮品店,甜品店等,逛累了,可以坐下休息休息,不错",休息 老公 逛逛 街 驱车 来到 东方新天地 停车 很 地理位置 优越 长安街 沿线 东方新天地 属 中高档 商场 面积 装修 很 气派 大牌 云集 商场 餐厅 面包房 饮品 店 甜品店 逛累 坐下 休息 休息 不错,7.0,P,0.9999999968732288,P
"东方广场地处东长安街繁华地段横跨东单王府井,地理位置优越,上面是东方君悦酒店,出行两条地铁线纵横交错,门口公交车也非常方便,商场内购物,餐饮,名牌服装,贵重珠宝尽在商场中,购物一应俱全,逛累了坐下吃点可口饭菜,喝杯咖啡️很是惬意",东方广场 地处 东长安街 繁华 地段 横跨 东单 王府井 地理位置 优越 东方君 悦 酒店 出行 两条 地铁线 纵横交错 门口 公交车 非常 商场 购物 餐饮 名牌服装 贵重 珠宝 尽 商场 中 购物 一应俱全 逛累 坐下 吃点 可口 饭菜 喝杯 咖啡 ️ 很 惬意,11.0,P,0.9999999361763802,P
"东方新天地,购物中心,是北京最好逛的商场之一,人相对比较少,购物体验感好,东方新天地坐落在亚洲最大的综合性商业建筑群之一的东方广场内,面积万平方米,连接着金街–王府井商业街和银街–东单商业街,东方新天地现已成为不少知名品牌店的首选地点,这里有知名品牌NE,TIGER,TomTailor,Cerruti和宝姿等等,多家高品质的品牌店,商品的品质和服务态度都很好,地下一层还有很多吃饭和咖啡甜品店,逛累了随时可以找个有情调的地方休息一下",东方新天地 购物中心 北京 逛 商场 相对 少 购物 体验 感好 东方新天地 坐落 亚洲 综合性 商业 建筑群 东方广场 面积 万平方米 连接 金街 – 王府井 商业街 银街 – 东单 商业街 东方新天地 现已 不少 知名品牌 店 首选 地点 知名品牌 NE TIGER TomTailor Cerruti 宝姿 多家 高品质 品牌 店 商品 品质 服务态度 很 好 地下 一层 吃饭 咖啡 甜品店 逛累 找个 情调 地方 休息,2.5,P,1.0,P
"高大上的商城,对于习惯三折才购物的我,也就是进来溜溜腿,环境很棒,厕所有洗手液和卫生纸,可惜男女厕所距离比较远,而且从商城到厕所进出路口多,稍不注意就绕到不知道哪个出口了,无法到达和伙伴说好的汇合点,不过还好,现在大家都有手机,人丢不了",高大 商城 习惯 三折 购物 溜溜 腿 环境 很棒 厕所 洗手液 卫生纸 可惜 男女 厕所 距离 远 商城 厕所 进出 路口 多 稍 不 绕 不 出口 到达 伙伴 说好 汇合点 不过 还好 手机 丢,3.0,P,0.0025667469085011,N
"那天过来吃烤鸭,就顺路来到了这里,这新天地说真的太大了,正好链接着地铁号线,第一次来很容易迷路,新天地一直都是时尚的前沿地带,这边也不例外,很多大牌的衣服,以及科技产品都在这边有自己的柜台和展位,主要是这边人流量也很大,生意真是好的不得了",那天 吃 烤鸭 顺路 来到 新天地 说真的 太大 正好 链接 地铁 号线 第一次 很 迷路 新天地 时尚 前沿 地带 不 例外 大牌 衣服 科技 产品 柜台 展位 人流量 很大 生意 好 不得了,3.0,P,0.9999991205127142,P
"重要事情说三遍,周末免费停车小时,小时,小时,原来每次来东方广场都匆匆忙忙因为寸土寸金的地方停车真贵,现在可真是太好了,里面的店铺很多开了十几年,还真是很怀念差不多年前和我先生在这约会看电影的日子",事情 说 三遍 周末 免费 停车 小时 小时 小时 每次 东方广场 匆匆忙忙 寸土寸金 地方 停车 真贵 可 太好了 店铺 开 十几年 还 很 怀念 年前 约会 电影 日子,1.9,P,0.9997639151727792,P
"店铺多场地大进去真真实实被震撼到,但是感觉场地这么大却不提供行李寄存,或主动指引最近哪里有,一楼女洗手间有烟味太糟糕了,好的地方很好,糟糕的地方也的确不能不忽视,另外一说昨天去西单一个大mall,洗手间居然漏水,更别提之前在广州深圳mall里感觉到的不同香氛风格了感觉还是有很多提升空间",店铺 多 场地 真真实实 震撼 感觉 场地 不 提供 行李 寄存 主动 指引 一楼 女 洗手间 烟味 太 糟糕 好 地方 很 好 糟糕 地方 忽视 一说 昨天 西单 mall 洗手间 漏水 更 别提 广州 深圳 mall 里 感觉 香氛 风格 感觉 提升 空间,4.2,P,0.0329634848777649,N
"约会聊天好去处,今天不是来逛商场的,约了人谈事,想随便找个咖啡厅,就进了东方新天地,结果发现这里是咖啡厅开会吗,在一个不大的区域内,就七八家咖啡厅聚在一起,有常规的星粑粑,扣死他,还有亲民的小蓝杯,资深咖啡皮爷以及主打温馨风的加拿大枫树叶tims,最终还是选择了人少些的tims,毕竟说话还是安静些的环境比较重要",约会 聊天 好去处 不是 逛商场 约 谈事 想 随便 找个 咖啡厅 进 东方新天地 发现 咖啡厅 开会 不大 区域 七八家 咖啡厅 聚在一起 常规 星粑 粑 扣死 亲民 蓝杯 资深 咖啡 皮爷 主打 温馨 风 加拿大 枫树 叶 tims 最终 选择 人少些 tims 说话 安静 些 环境,6.0,P,0.1916644370956761,N
"商场挺大的,环境也还行,想买的机会都可以买到",商场 挺大 环境 还行 想 买 机会 买,3.0,P,0.98872673677653,P
"经常来打卡,很多店铺经常去,值得推荐的商场",打卡 店铺 值得 推荐 商场,2.0,P,0.9478378887808024,P
"经常过来,因为常去蔚来中心,周末个小时免费停车,在北京的市中心很难得了,但是只限一次,不可累计,吃饭也很方便,丰俭由人,咖啡角很有特色,聚集了约个咖啡品牌,中午白领可以有很多选择,我喜欢tims家的贝果",常去 蔚来 中心 周末 小时 免费 停车 北京 市中心 很 累计 吃饭 很 丰俭 由人 咖啡 角 很 特色 聚集 约 咖啡 品牌 中午 白领 选择 喜欢 tims 家 贝果,7.0,P,0.9998885186474123,P
"东方新天地开了很多年了,环境干净整洁,凉快,是吃饭逛街好去处,里面有各式各样的餐厅和咖啡店,工作日中午人很多,基本是在周边上班来吃饭的,还有饭后遛弯儿的,不过衣服和鞋子基本没啥折扣,看好了款式可以网上购买",东方新天地 开 很多年 环境 干净 整洁 凉快 吃饭 逛街 好去处 各式各样 餐厅 咖啡店 工作日 中午 周边 上班 吃饭 饭后 遛弯儿 不过 衣服 鞋子 没 折扣 看好 款式 网上 购买,3.0,P,0.985427588775906,P
"超级大的一个商场,一进门costa,瑞幸,man各类咖啡点,悲催的是没找到我有活动券的星爸爸,餐饮也挺多的,吃饭方便,跑来给手机换贴膜,服务都挺好,不过地下通往的铁路标识真的不太明显,没想到地下还有个博物馆",超级 商场 进门 costa 瑞幸 man 各类 咖啡 点 悲 催 没 找到 活动 券 星 爸爸 餐饮 挺 多 吃饭 跑 手机 换 贴膜 服务 挺 好 不过 地下 通往 铁路 标识 真的 不太 没想到 地下 博物馆,-2.6,N,0.999975710088024,P
"好久没去王府井东方新天地了,今天去吃自助,给朋友过生日,这里这么多年真的是高端大气上档次,一点也没有变,里面还是有很多品牌,很齐全,每一家都不一样,很有特色,商场干净整洁,一进商场就被环境吸引了,这也属于高端商场啦,真心不错",好久没 王府井 东方新天地 吃 自助 朋友 过生日 多年 真的 高端 大气 上档次 一点 没有 变 品牌 很 齐全 一家 不 很 特色 商场 干净 整洁 一进 商场 环境 吸引 高端 商场 真心 不错,8.5,P,0.9999999999492216,P
"惠我东方啊来到王府井地区最经典之一无疑是东方新天地了,挨着蔚来目前还有个车企展厅在一层这里很多单位在此办公弼马wei啦等等外企和咨询公司都在这里附近想必上班吃饭喝咖啡相当方便了,如果在这去个厕所洗手间有点费劲男女分开要绕一大圈也很老气比较不方便",惠 东方 来到 王府井 地区 最 经典 无疑 东方新天地 蔚来 车企 展厅 一层 单位 办公 弼 马 wei 外企 咨询 公司 想必 上班 吃饭 喝咖啡 相当 厕所 洗手间 有点 费劲 男女 分开 绕 一大 圈 很 老气 不,-1.1,N,0.4672639164884512,I
"奢侈品入住肯定是不入国贸skp甚至比金融街还少,其它都OK",奢侈品 入住 肯定 不入 国贸 skp 金融街 还少 OK,2.0,P,0.876647855012146,P
"人是真的少啊,除了地铁口那边有些人以外,基本上见不着人,感觉所有店铺里面也是一个人没有,店员除外,现在好像还有个什么活动,但是感觉里面东西都太贵,所以也没怎么太逛东方新天地,图片这点的展馆还是挺有意思的,看起来很炫",真的 少 地铁口 有些 见不着 感觉 店铺 没有 店员 好像 活动 感觉 东西 太贵 没 太逛 东方新天地 图片 展馆 挺 有意思 很 炫,0.8,I,0.9972574620397509,P
"关注公众号办会员每周末有个小时免费停车,然后过来一下午足够了,这边停车费还是不便宜的,晚上就会不好找车位了,比较大,每次都没怎么逛就回家了,下次一定看看哪里有好吃的地方,咖啡厅感觉到是不少,很多个买车看车的店铺",关注 公众号 办 会员 周末 有个 小时 免费 停车 下午 足够 停车费 不 便宜 晚上 不好 找 车位 每次 没 逛 回家 下次 好吃 地方 咖啡厅 感觉 不少 买车 看车 店铺,7.0,P,0.8132969130399565,P
"东方新天地对于我来说事个非常有意义的地方,值得一直放在心里的地方呀",东方新天地 事个 非常 意义 地方 值得 放在心里 地方,2.0,P,0.9882771940861232,P
"顺路吃个中午饭,快三点到的已经没啥人了,b层平价餐厅居多,闻着味儿感觉还有螺蛳粉,一楼的大门口人称咖啡内卷王,各种熟悉的不熟悉的都开在这了,没时间去楼上转了,下次吧",顺路 吃个 中午饭 快 三点 没 b 层 平价 餐厅 居多 闻着 味儿 感觉 螺蛳 粉 一楼 大门口 人称 咖啡 内卷 王 熟悉 不 熟悉 开 没 时间 楼上 转 下次,2.0,P,0.0764567453769708,N
"这个评分不代表东方君悦酒店的服务评分,五星酒店的服务是有保障的,商场里工作人员的服务越来越差,越来越没有服务意识,虽然有服务台但是宁愿低头坐在那里,也没看到投诉通道,也就是说投诉也没用,从小就逛的商场,品牌迭代更新,有的品牌虽然没有离开但是换了地方,一层基本都是奢侈品牌,地下一层还有小吃街,吃的倒是多起来了",评分 不 代表 东方君 悦 酒店 服务 评分 五星 酒店 服务 保障 商场 里 工作人员 服务 越来越 差 越来越 没有 服务 意识 服务台 低头 坐在 没 投诉 通道 投诉 没用 逛 商场 品牌 迭代 更新 品牌 没有 离开 换 地方 一层 奢侈 品牌 地下 一层 小吃街 吃 倒 多,-1.2,N,5.5114931481359264e-05,N
"商场的面积很大,地下是就餐地点,上面两层是购物中心,再往上貌似是写字楼,有德勤等企业的办公室,地下一层坐地铁挺方便的,就和商场连着,不错,商场环境不错,空间敞亮,品牌也不少,不过没什么人气,店铺也一直没怎么换过,还是那些家,希望多引入一些品牌,能更有逛头",商场 面积 很大 地下 就餐 地点 两层 购物中心 再往 貌似 写字楼 有德勤 企业 办公室 地下 一层 坐地铁 挺 商场 不错 商场 环境 不错 空间 敞亮 品牌 不少 不过 没什么 人气 店铺 没 换 过 家 希望 多 引入 一些 品牌 更 逛 头,5.6,P,0.9999996505762528,P
